,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
29,['Performances at the Latitude Festival were suspended for about an hour after lightning and heavy rain caused the power to be turned off.'],"['Organisers of the event at Henham Park, Suffolk, said performances were paused on the Obelisk Arena Stage, the BBC Sounds Stage and the Lake stage, as a precaution. They were waiting for ""inclement weather to pass"" they said on Twitter. ""Lightning is the concern, not rain"" it said after people complained of delays. ""We are currently still awaiting any lightning around the festival to pass before we can safely resume performances. ""Thank you for your patience during this time"" it was said. The power was back on by about 14:50 BST. Some festival goers on Twitter were unhappy. One said ""Sitting under clear skies. This is a joke"". Another and said: ""How can a festival shut down for half an hour over less than 5 mins rain?"" ""This is currently a music festival with no music"" said another. The event is now back up and running but Futureheads were unable to finish their set at the BBC Sound Stage. ""All other set times will start a few minutes later than scheduled"", organisers said. ""The festival started on Thursday and runs until Sunday and attracts about 40,000 people. Acts on the bill include George Ezra, Stereophonics and Lana Del Rey and comedians Frank']",0.14096916299559473,0.02666666666666666,0.0881057268722467,0.0881057268722467,22.273277248289318
30,['Celebrations have been held to mark the 200th anniversary of the opening of the Monmouthshire and Brecon Canals.'],"['Enthusiasts recreated the original opening of the waterway in 1812 at Pontymoile Basin with church bells sounding along the route. The 49-mile, canal built to transport coal and iron, winds its way south from Brecon to Cwmbran, Newport and Cwmcarn. Today it is popular with tourists on canal boat holidays. At midday a bell was rung at Pontyoile basin sparking a peal of church bells in both directions along the routes with almost 30 churches taking part. Richard Dommett, regeneration manager for the Monmouthshire, Brecon and Abergavenny Canals Trust, said the canal was flourishing. ""The top half of the canal from Brecons to CWMbran is open for navigation,"" he told BBC Radio Wales. ""There are a lot of canal companies that hire weekly holiday trips for visitors. ""We are also a number of day boat hires, particularly at Brecon."" The canal is credited with kick-starting the Industrial Revolution in towns near its route. Schoolchildren also performed at the anniversary celebrations. Project Co-ordinator David Morgan said: ""It is fantastic to see such great community engagement and involvement to help mark this historic occasion,"" David said. ""']",0.13658536585365852,0.0394088669950739,0.07804878048780488,0.07804878048780488,22.956674779008253
31,['Wind power firms warn they may take the government to court if they get caught in a political row over subsidies.'],"['By Roger HarrabinEnvironment analyst After conducting technical studies, the energy department proposed a subsidy cut of 10% for power from onshore wind. But the chancellor is under pressure from back-benchers to scrap subsidies, and is said to favour a 25% cut. The industry body, Renewable UK, says it may take legal action if the government makes a decision that overrides its own technical evidence. ""It\'s really important this process is seen to be evidence-based and rational. ""The government took technical guidance on this issue. If at this point the government says we are going to do less for onshore Wind than it proposed that will be seen as nakedly political."" Mr Edge told BBC News he believed that the industry might have a case for judicial review if the cut exceeded 10%. The government has previously lost in the courts over policies on solar and nuclear. Visual impacts It is politics that is delaying the announcement of subsidies for 2013-2017. In Ayrshire, for instance, the wind energy body\'s research showed that a 10% cut would be ""nakedly political"". The majority of the government\'s decision-makers, including the energy secretary, Philip Hammond, have said that they would not support a cut of more than 10%.']",0.1212121212121212,0.017467248908296942,0.08658008658008658,0.08658008658008658,18.960778927929354
32,['A council has said it may temporarily remove a statue of Robert Baden-Powell from public view after critics accused the Scout movement founder of racism.'],"['Former Labour parliamentary candidate Corrie Drew said he was homophobic and ""an enthusiastic supporter of Hitler"". The website Topple the Racists said he committed ""atrocities against the Zulus in his military career"". However, some historians have argued the allegations are either unfair or entirely unfounded. \'Nazi sympathies\' In 2010, declassified MI5 files revealed that Baden-Powell held talks in 1937 with the head of the Hitler Youth movement and was invited to meet Adolf Hitler himself. Lord Baden -Powell\'s biographer Tim Jeal said any admiration for the Nazi leader was confined to their shared ideas about boys\' education. The author said a diary entry in which Badenhoff described Hitler\'s autobiographical manifesto Mein Kampf as a ""wonderful book"" had been misinterpreted. Mr Jeal, said: ""It was all to do with the outward bound life - it was only these references to character-training that he found appealing, not Hitler\'s hatred of Jews. ""Baden-powell condemned Hitler for being a megalomaniac and for mounting what he called \'huge pageants for hypnotising his people\'. ""He hated totalitarianism, but he also hated Hitler\'s anti-Semitism. ""He was']",0.09433962264150943,0.01904761904761905,0.0660377358490566,0.0660377358490566,18.903163629297946
33,"['Almost three-quarters of universities in England are planning to charge the maximum £9,000 tuition fee for some or all of their courses, according to Office for Fair Access (Offa) figures.']","['By Sean CoughlanBBC News education correspondent The average fee level for 2014-15 will rise by about £150 to about £8,650. But the total amount to be spent on supporting poorer students will also rise to £708m, up from £672m. Offa director Les Ebdon said universities were spending ""increasingly smartly"". The fair access watchdog is publishing details of the fees that universities and colleges will charge in 2014- 15 and how much they will spend on recruiting and retaining poorer students. Outreach work Before universities are allowed to charge fees above £6,000 per year, they have to sign an ""access agreement"" with Offa. These agreements show that 72% of universities are planning to charge the maximum £9,000 fee for some or all courses, compared with 62% the previous year. OffA\'s report says that 26% of this higher fee income will be spent in protecting fair access to university. This proportion of income is similar to the previous years, but the access watchdog argues that universities are becoming more effective in how they deploy their budgets for supporting poorer student. More money will be used on outreach projects, where universities build links with schools and young people to encourage them to think about applying to university, compared']",0.19834710743801653,0.10833333333333334,0.15702479338842973,0.15702479338842973,28.209716995814887
34,"['An MSP has voiced her ""deep sadness"" over the killing of the founder of the first Buddhist monastery in the UK.']","['Dr Akong Rinpoche set up the Samye Ling Tibetan centre in Dumfries and Galloway in 1967. A statement from police in the Chinese city of Chengdu on Tuesday said Dr Rinpoc, his nephew and his driver had been killed in a dispute about money. Dumfriesshire MSP Elaine Murray said he had been an influential figure in southern Scotland and beyond. ""His founding of theSamye Ling Tibet centre had a major impact not just on our region but on Britain as a whole,"" she said. ""Although he is no longer with us, Dr Rinpanpoche\'s legacy in our area will endure. ""My thoughts are with his family and friends at this sad time."" On Tuesday, police in Chengdu said three suspects - all of whom were Tibetan - had stabbed the men to death in a block about money in a residential area. It said they had confessed to the crime and the case was still under investigation.']",0.10227272727272728,0.01149425287356322,0.06818181818181819,0.06818181818181819,16.41663985828505
35,['Google has gained hundreds of patents from IBM as it continues its intellectual property spending spree.'],"['It has acquired 187 patents and 36 applications, adding to the 1,000 it purchased from IBM last summer. The latest patents include a system for ""using semantic networks to develop a social network"". Google has spent billions building its technology rights portfolio, including a $12.5bn (£7.7bn) deal for Motorola Mobility. The California-based company has been actively bolstering its patent catalogue in the face of lawsuits from key competitors such as Apple and Microsoft. Among the patents acquired in this latest deal isUS Patent 7,865,592which relates specifically to social networking sites, allowing ""identifying common interests between users of a communication network"". Vicki Salmon, the chair of the litigation committee of the UK Chartered Institute of Patent Attorneys, believed this might be a nod that Google was moving from protecting existing technology and beginning to plan for the future. ""When you start you have to play catch-up,"" she told the BBC. ""There\'s a lot of pressure on you, but when you\'ve finished playing the game and you\'ve got yourself in a stronger position, you then can begin to look forward."" Other patents included a method forusing web-based applications across additional devices, and an intriguingly titledcomputer phone. Neither Google']",0.08071748878923767,0.018099547511312215,0.04484304932735426,0.04484304932735426,14.618201312370886
36,['Lunchtime can be the highlight of any working day - until you open the fridge door to find your lunch has vanished.'],"['The extent of the problem was highlighted after a man\'s Twitter thread documenting the theft of a co-worker\'s shrimp fried rice was liked more than 400,000 times. Los Angeles-based Zak Toscani said his colleague was able to trace the person responsible by watching CCTV footage. The plot thickened when it was revealed a colleague had binned the fried rice. The offender was out of the office at the time of the revelation, according to Mr Toscane, but arrived back at work shortly after an email had been sent to all staff warning them not to steal lunches. After reading the email from HR, the ""thief"" expressed shock, and was asked to leave the office for the day. The incident was reported to the Office of the Director of Human Resources (OHR), which is responsible for food theft. The OHR responded by saying that although the staff knew who was to blame for the disappearing shrimp fried Rice, they ""may never know why she did it"" - but some Twitter users had their theories. You may also like Nic Stransky assumed the colleague thought she was ""being helpful"". While James Mullarky believed the culprit may have been getting her own back on inconsiderate consumers of pungent foods. Despite']",0.051724137931034475,0.0,0.043103448275862065,0.043103448275862065,14.250271894924474
37,"['Some house sales are falling through because of delays to property searches during the Covid-19 pandemic, a solicitor has warned.']","['Solicitors ask local authorities to carry out the searches on issues including planning and traffic. Residential conveyancer Mr Dyer, a residential conveyancer in Carmarthenshire, said waiting times in some parts of Wales had doubled to 30 working days. Pembrokeshire council said it had a backlog after the lockdown in March. The Conveyancing Association warned the backlog facing local authorities was ""becoming a significant issue"". Local authority searches show details about a property such as whether it is a listed building or in conservation area. These details can have an effect on future planning works to the property. Not a \'unique issue\' Pembrekeshite council, one of the local authorities facing difficulties, said it would not be processing any new searches ""other than those deemed urgent"" due to its backlog. Issues, the council said, included the inability to access County Hall, where searches have to be checked against maps stored there, followed by the unprecedented demand in property sales since the lifting of restrictions. But a council spokesperson said this was ""not an issue unique to Pembkesheshire - many other local authorities are working to a 40-day turn around"". The spokesperson said their usual turnaround for searches was seven to 10 days,']",0.09049773755656108,0.0,0.06334841628959277,0.06334841628959277,17.248789401371265
38,"['A cocaine-user stabbed his grandmother 30 times after building up a £35,000 gambling debt, a court was told.']","[""Gregory Irvin is alleged to have murdered 74-year-old Anne James during a visit to her home in Doveridge Place, Walsall, in February. Prosecutor Rachel Brand QC said blood matching that of Mrs James was found on Mr Irvin's jacket and the accelerator of his Mini after her death. He is accused of murdering Mrs James, who was visiting her at the time of her death, and her mobile phone, which she had not seen her on the day she died. The court was told the trial was likely to consider a partial defence of diminished responsibility based upon the defendant's mental state, which would reduce the lesser offence of manslaughter to diminished responsibility. The trial continues. Opening the trial at Birmingham Crown Court, Ms Brand said Mrs James's husband had been admitted to hospital with pneumonia about a week before she was killed. Mrs James had returned from a shopping trip when she was was stabbed in her chest and back and had her throat cut, jurors heard. A council CCTV camera showed Mr Irv park his blue Mini on Sandwell Street before walking to his grandmother's house, then leaving 15 minutes later, the court was telling. Ms Brand told the court he had made 'no comment' to police questions after his arrest. She said:""]",0.08298755186721993,0.02510460251046025,0.06639004149377595,0.06639004149377595,16.159827067303496
39,"[""Bullfighting fans in Catalonia have seen the last fights before a ban on the age-old tradition comes into effect in Spain's north-eastern region.""]","['About 20,000 spectators filled Barcelona\'s famous Monumental arena, where top matadors performed. Lawmakers voted for the ban last year - the first in mainland Spain - after 180,000 people signed a petition. They say the bullfighting is barbaric, but opponents say they will challenge the ban in Spain\'s top court. Sell-out show The ban takes effect on 1 January, but Sunday\'s fights in Catalonia were the last events of the 2011 season. Spain\'s most famous bullfighting event was held at the Monumental Arena in Barcelona on Sunday, including legendary Jose Tomas. They killed six half-tonne bulls to loud shouts of ""Ole!"" of the fans. After the last animal was killed, the crowd carried the three matadsors on their shoulders out of the arena to the applause of onlookers. ""For a city like Barcelona to close this arena is like throwing a Picasso painting into the garbage,"" Cristobal, one of the fan at the monumental, was quoted as saying by the AFP news agency. Tickets for the historic bullfights in Barcelona sold out at record speed. They were trading on the black market for up to five times their original value, the BBC\'s Sarah Rainsford in Spain reports. Many corr']",0.13793103448275862,0.04347826086956522,0.08620689655172414,0.08620689655172414,22.853184514529993
40,"[""A major campaign's been launched to help stop small music venues closing.""]","['By Hannah MooreNewsbeat reporter Around a third of the UK\'s small gig spaces have closed in the past decade, according to Music Venue Trust. ""These venues are run by passionate people who really want live music to happen in their local town or city, they\'re not profit making"" says CEO Mark Davyd. The charity\'s Fightback 2017 campaign will raise money to help venue owners. The Cellar in Oxford is one of the latest at risk of being shut down, because the landlords want to redevelop it. ""There aren\'t that many places for up-and-coming artists to try out their material and create a fan base,"" says Tim Hopkins, who runs the 150-person capacity space. ""This is a stepping stone venue. Without this, you can\'t go on to play places like the Royal Albert Hall or the big O2 arenas. You need to get it right down here."" Foals, Rob Da Bank and Glass Animals are among more than 12,000 people who\'ve signed a petition against The Cellaro\'s closure. ""My love for clubbing and nightlife basically came from TheCellar,"" says Glass Animals\' lead singer Dave Bayley. ""It was one of those places you\'d go to even if you don\'t']",0.07174887892376683,0.009049773755656108,0.044843049327354265,0.044843049327354265,12.857295832402627
41,['A scheme has been set up which aims to bring uninhabitable properties back into use in Cornwall.'],"['Cornwall Council plans to provide low-interest finance for owners who cannot raise money through conventional lenders for renovations. The council says there are more than 3,500 uninhabitable properties in the county. It is holding an open day on Friday in St Austell to provide more information about the Empty Property Loan Scheme. \'Difficult to mortgage\' In July the council revealed some privately-owned houses had been empty for more than 20 years. Cabinet member for housing and planning Mark Kaczmarek said: ""The issue of empty properties is the subject of increased national and local awareness and action. ""Many empty properties are likely to be difficult to mortgage through conventional lender and it is the council\'s aim to provide financial assistance in those circumstances."" The scheme offers up to £20,000 of finance for necessary repairs and renovation to bring a property up to a respectable standard. It would be repaid on the sale of the house. Cornwall Council does have the power to compulsorily purchase an empty home ""in exceptional circumstances"" but as yet this has not happened.']",0.11111111111111112,0.020408163265306124,0.06060606060606061,0.06060606060606061,18.93584588693508
42,"[""The crisis in Ukraine has refocused minds at the North Atlantic Treaty Organization (Nato) on the threat posed by Russia and the need to improve the alliance's collective defence capability.""]","[""By Jonathan BealeDefence correspondent, BBC News At this week's summit in Newport in Wales, Nato heads of state will agree on a Readiness Action Plan to respond to such crises. It will involve setting up a new spearhead force of 4-5,000 troops, ready to deploy within 48 hours. The alliance is also committed to boosting its intelligence gathering and sharing with the use of spy planes and unmanned drones. Swarm of drones Earlier this year, a US Military Global Hawk entered British airspace en route to Norway. It was the first time the highly secretive unmanned surveillance plane had flown over Britain. Few, if any, would have caught a glimpse of it at 15,240m (50,000 ft), well above the cruising altitude of passenger planes. Nor did many know what it was up to. The Global Hawk, whose powerful sensors can monitor every single traffic movement in the state of Florida while flying 100 miles (60 km) off the coast, was joining a swarm of other drones, as well as manned spy planes of all shapes and sizes, in the largest ever test of Nato's ability to gather and share intelligence. On the ground Nato troops were launching hand-held mini-drones, like the Raven, to give them live pictures of""]",0.11336032388663966,0.0163265306122449,0.0728744939271255,0.0728744939271255,21.04513717563102
43,"[""Royal Bank of Scotland (RBS) has sold Coutts International, the overseas arm of the private bank, to Switzerland's Union Bancaire Privee (UBP).""]","['A spokesperson for Coutts International said both parties had agreed not to disclose the price of the deal. The bank has been owned by RBS since 2000, managing assets of more than $30bn (£20.2bn). The sale is part of RBS\'s policy of selling international assets to create a UK-focused bank. The Financial Times reported that UBP would pay between $600m and $800m for the business. \'Significant milestone\' For Geneva-based private bank UBP, this is its first major deal since it bought Lloyds Banking Group\'s international private banking arm in May 2013. UBP\'s assets almost halved during the financial crisis, and the bank\'s chief executive said in a statement: ""This acquisition confirms our commitment in further developing our wealth management business and represents a significant milestone in our growth strategy."" RBS will keep Coutts\' UK arm, which has the British royal family amongst its customers. ""Last year we set out a clear strategy to create the UK-based bank,"" said Alison Rose, chief executive of RBC\'s commercial and private banking unit. ""This announcement is another important step in that process. Following an extensive review, it was clear that the bank we are building would not be the most']",0.14035087719298245,0.02654867256637168,0.08771929824561404,0.08771929824561404,19.202005673338533
44,['The Bloodhound vehicle has become the third fastest British car of all time - unofficially.'],"[""By Jonathan AmosBBC Science Correspondent The arrow-shaped racer clocked a speed of 461mph (741km/h) as it powered across a dried-out lakebed in southern Africa's Kalahari desert on Friday. This mark tops the 403mph (648km/H) recorded by Donald Campbell in his Bluebird CN7 car in 1964. The only British cars to have gone faster are Thrust2 and Thrust SSC which both got well above 600mph (965km/b). Thrust S SC still holds the absolute land speed record of 763mph (1,228km/g) set in 1997. The driver on that occasion was RAF pilot Andy Green. The Wing Commander is at the controls again in Bloodhound. His new car's mark can only be unofficial because it wasn't running under proper land speed track rules. These require a car to make two runs through a measured mile inside an hour. The recognised speed is then the average of the two passes. The racing must be overseen by world motorsport's governing body, the Federation Internationale de l'Automobile (FIA). Nonetheless, Bloodhound is starting to demonstrate its potential as it sets its sights on bettering Thrust's supersonic achievements. The""]",0.05797101449275362,0.0,0.048309178743961345,0.048309178743961345,16.022885779840614
45,"[""Ten years ago, two deadly bombs ripped through two nightclubs on the Indonesian island of Bali and killed 202 people - mostly foreigners on holiday. The attacks changed the image of Indonesia as a safe place to visit and dealt a deadly blow to Bali's booming tourist trade.""]","['By Karishma VaswaniBBC News, Jakarta Ni Luh Erniati remembers that day vividly. ""No one wanted to tell me what happened to my husband,"" she said, trying to contain her tears. ""He was the bartender at the Sari Club that night. I went down to the site and I was like a crazy person, going from place to place trying to find him."" Ni lh Ernieti never found her husband that day. Four months later, officials told her they had identified his remains, along with those of several other victims of the attacks. It has been a decade now, but the Bali widow still could not shake off her anger at those responsible for the blasts. ""I can never forgive them,"" she is said. ""Even if the terrorists have been executed or given life sentences, I can\'t forgive them. ""Their execution can\'t bring my husband back. He is still dead. The image I had of my future, the beautiful picture of my life with my husband - I can never get that back."" \'Very introspective\' She and four other women who lost their husbands in the attacks have set up a garment factory - the Adopta sewing co-operative. Here they make T-shirts']",0.11952191235059761,0.024096385542168672,0.07171314741035857,0.07171314741035857,23.820514606379138
46,"['In 2015, an unassuming-looking Bill Gates came on stage at the TED conference in Vancouver to issue a dire warning.']","['By Jane WakefieldTechnology reporter ""If anything kills over 10 million people over the next few decades, it is likely to be a highly infectious virus rather than war,"" he told the audience. His prescient words picked up some coverage at the time, including from the BBC - but largely went unheeded. But now, the video of this talk has now been viewed more than 64 million times - with many people more interested in the reasons behind that speech than the talk itself. Some accuse of him of leading a class of global elites. Others believe he is leading efforts to depopulate the world. Still more accuse him of making vaccines mandatory, or even attempting to implant microchips into people. The face of public health ""There are myriad conspiracies surrounding Bill Gates,"" said Rory Smith, from fact-checkers First Draft News. ""He is this kind of voodoo doll that all these communities are pricking with their own conspiracies. And it is unsurprising he has become the voodoo dolls - because he has always been the face of the world."" Theories falsely linking Bill Gates to the coronavirus were mentioned 1.2 million times on television or social media between February and April, according to a study by The New York Times and']",0.06956521739130435,0.01754385964912281,0.052173913043478265,0.052173913043478265,14.597634733557175
47,['Prince Harry and Meghan have moved into their new home in Windsor ahead of the birth of their first child.'],"['It was announced last year the Duke and Duchess of Sussex would be leaving Kensington Palace. Their new home - Frogmore Cottage - sits in the grounds of Frogmore House, where they held their wedding reception in May 2018. Extensive renovations were carried out at the property in preparation for the move. When their new official residence was announced in November, Kensington palace said: ""Windsor is a very special place for their Royal Highnesses and they are grateful that their official residence will be on the estate."" Furnishing bill The estimated cost to the taxpayer of the renovations is £3 million. The duke and duchess, who will foot the bill for furnishings, are said to have hired former Soho House interior designer Vicky Charles to transform their new home. Frogmore cottage is about half a mile south of Windsor Castle and Frogmore house is also where Harry and Meghan posed for their official engagement photos. It has been a royal residence since 1792 and was built in about 1680 by Charles II\'s architect. In 1923, the Queen\'s parents - the future George VI and Queen Elizabeth - spent part of their honeymoon there. The name Frogmore is derived from the frogs which have always lived in the low-lying']",0.1145374449339207,0.05333333333333334,0.0881057268722467,0.0881057268722467,19.554940415609384
48,['A US soldier captured by the Taliban for five years has pleaded guilty at a military court in North Carolina to desertion and misbehaviour before the enemy.'],"[""Army Sergeant Bowe Bergdahl now faces the possibility of life imprisonment. Who is BoweBergdahl? Sgt Bergdgren was released in March 2015, five years after being captured by Afghan Taliban, in a controversial exchange for five Taliban officials being held at Guantanamo Bay. The prisoner swap came after secret talks between the US government and the Taliban, brokered by Qatar. Bergdberg, 31, was serving with an Alaska-based infantry regiment in Paktika province near the Pakistani border and went missing on 30 June 2009, five months after being deployed to Afghanistan. The circumstances of his capture remain murky, with speculation he may have walked away from his base out of disillusionment with the US campaign. In March 2015. He was charged with desertion and misbehaviour before the enemy. The US believes he was across the frontier in Pakistan for most of his captivity, reportedly held by the Haqqani network, which operates in the Afghanistan-Pakistan border region and is allied to the Afghan Taliban. Profile: Sgt Bowe Bgdahl What do we know about his disappearance? The details of Sgt Berggahl's capture in 2009 remain unclear, although a Pentagon investigation a year later concluded he left his post in PakTika Province without authorisation""]",0.165938864628821,0.0881057268722467,0.12227074235807862,0.12227074235807862,26.288738016760043
49,['A dental student accused of plotting to commit an act of terrorism in the UK told police he bought 500 ball bearings and a catapult to use for hunting.'],"['Mohammed Awan, whose brother Rizwan Awan killed dozens of people in a bomb blast in Iraq in 2016, was arrested after buying the items online. Sheffield Crown Court heard he told police he was a keen fisherman and was researching hunting with a catapult. Mr Awan is charged with preparing an act of terrorism and possessing terrorist-related documents. He denies three terrorism-related charges. More stories from across Yorkshire JOURNAL: Mohammed Awan was arrested in June after the ball bearings were delivered to his family\'s home in Rudding Street, Huddersfield. Anti-terror police also recovered material following a raid at his flat in Sheffield, including a publication which contained information on using ball bearings as shrapnel and how to make bombs. When asked by police if he was aware ball bearings could be used to make improvised explosive devices he replied \'No comment\'. The court has heard Rizan Awan travelled from Manchester to Istanbul on 17 May 2015 and appeared to have joined the so called Islamic State group. Asked about his relationship with his brother, Mr Awon said: ""We were close. He was my older brother. I looked up to him."" He went on to say he was ""shocked"" when he learnt his brother had']",0.16033755274261602,0.05957446808510638,0.10970464135021098,0.10970464135021098,23.082074246483312
50,['An attempted car bomb attack in Belfast city centre has been widely condemned.'],"['Police have said the bomb contained 60k (132lbs) of home-made explosives. Shoppers at Victoria Square and nearby residents had to be evacuated overnight and there was traffic disruption throughout much of the city centre. Peter Robinson, NI first minister ""People are appalled at the mentality of people who carry out these kind of activities. They have learnt nothing from the past. They don\'t realise that this community wants to move on. We\'re working together, we\'re moving forward yet there are still some people out there who would seek to drag us back. ""They won\'t be successful, they won\'t break up what\'s going on in Stormont, they\'ll won\'t change the mind of our community and all they do is destroy the prospects people have of employment, of enjoying their life, and damage trade in Belfast and the surrounding areas. ""We are absolutely determined to stand against these people, to speak against these things and we encourage everybody if they have any information at all to give that information to the PSNI and indeed, if they see anything suspicious going on, anything that\'s out of the ordinary, to contact the police. ""This is a total disregard for life, including that of the driver they forced to carry the device."" Martin McGuinness,']",0.04310344827586207,0.017391304347826087,0.02586206896551724,0.02586206896551724,12.287565360641139
51,['A new £25m sports complex with an Olympic-sized swimming pool has been floated by council bosses as the solution to ageing leisure facilities in Winchester.'],"['The new centre would replace the 42-year-old River Park Leisure Centre which needs at least £3m of repairs. Winchester City Council has agreed to develop plans to build a new out-of-town centre at Bar End. If it goes ahead, it is expected to take three years to complete. The council said it would now develop a business case and finalise designs for the new complex which would include a 50m swimming pool. The authority said it planned to borrow the money needed and also hoped to secure additional partnership funding from the University of Winchester. The existing building at North Walls will be knocked down and the site then offered for reuse. In 2013, the council sparked protests when it announced plans to rebuild the existing centre and expand it into what campaigners called ""Winchester\'s only park"". Related Internet Links Winchester City council leisure project Winchester Fit for the Future']",0.13259668508287295,0.022346368715083796,0.0994475138121547,0.0994475138121547,24.149051819675112
52,['Russian opposition leader Alexei Navalny has been sentenced to 15 days in prison for handing out leaflets to publicise a forthcoming demonstration.'],"['His imprisonment bars him from taking part in the planned rally on 1 March. Navalny was given a suspended sentence for defrauding two firms in December. He says the legal cases against him are motivated by his opposition to President Vladimir Putin. Navalny left the courthouse on Thursday in a police car and wearing handcuffs. He urged his followers to attend the rally against President Putin\'s policies. The law he breached is one that restricts demonstrations. Street protests ""To ease the economic and political crisis we have to pressure the authorities. Let\'s go to the anti-crisis rally,"" he said in a video posted on his Twitter account. Correspondents say that although he has little chance of posing a serious challenge to Mr Putin, he had pledged to lead 100,000 demonstrators in the march, which he says is against Kremlin policies that are leading Russia into a severe economic crisis. Mr Navalny led Moscow street protests against President Obama between 2011 and 2012. Last year he and his brother Oleg were accused of stealing 30m roubles ($462,000;£300,000) from two companies. Oleg was given three-and-a-half-year jail sentence, while Navalny and his father, Oleg, were given a one-year suspended']",0.06956521739130436,0.0,0.05217391304347826,0.05217391304347826,20.866105500660073
53,"['A bridge, which was saved from demolition as part of a campaign when the M5 motorway was built, could soon have water flowing underneath it again.']","['Westfield canal bridge near Stonehouse, Gloucestershire, was saved in 1969 by a woman who stood on it for a day to prevent workmen from blowing it up. A scheme to restore the Stroudwater Canal includes plans to reinstate the waterway beneath it. A £15m bid for Heritage Lottery cash for the project has begun. The Cotswold Canals Partnership is behind the bid, which would allow a section of the canal to be restored through to Saul Junction by 2020, at a total cost of £20m. Work will include burrowing beneath the Bristol to Birmingham railway line and ducking below the M5 with a new cutting being created alongside the River Frome. Westfield can bridge still exists but now stands alone in the middle of a field. It was saved from demolition by local woman Christine Hearsey, who made local history by defying contractors who had been ordered to blow it up it to make way for a link road to the new motorway. As a result of her actions the road was built nearby. A six-week public consultation has begun and the final application for funding will be submitted in November. The scheme is part of the ongoing project to restore and replace Stroud Water Navigation and the St']",0.15254237288135591,0.05982905982905983,0.10169491525423728,0.10169491525423728,25.464521891056187
54,['A chronology of key events:'],"['870s - First Norse settlements on Iceland. Previous inhabitants were a small number of Irish monks. 930 - An annual parliament - the Althing - established, to make laws and solve disputes. 986 - Erik the Red takes settlers from Iceland to colonise Greenland. 1000 - Iceland adopts Christianity. A golden age of Icelandic culture begins, producing great works of medieval literature. 1262-4 - Icelanders recognise the King of Norway as their monarch. 1380 - Norway and Iceland enter a union with the Danish crown. Plague and death 1402-04 - Plague hits Iceland, killing half the population. The plague returns in 1494-5 with similar fatalities. 1550 - Catholic bishop, Jon Arason, captured and beheaded in his northern diocese. This marks the final victory of the Lutheran Reformation in Iceland. 1602 - Denmark assumes a monopoly on all Icelandic trade. This continues for around 200 years. 1700s - A period of decline in Iceland, with disease, famine and a volcanic eruption in 1783 reducing the impoverished population from 50,000 to 35,000. 1814 - Norway enters union with Sweden; Iceland remains under Danish rule. 1845 - The Althing meets again in Reykjavik. Moves towards autonomy']",0.021164021164021163,0.0,0.021164021164021163,0.021164021164021163,3.5411046820542786
55,['The president of Sri Lanka has said foreign judges and prosecutors should not be involved in an investigation into allegations of war crimes.'],"['By Azzam AmeenBBC Sinhala, Colombo In a BBC interview, President Maithripala Sirisena said the country did not need to ""import"" specialists. Both the army and the Tamil Tiger rebels are accused of atrocities in the civil war that ended in 2009. The government previously backed a UN resolution calling for a war crimes court supported by foreign judges. But on Thursday the president said: ""I will never agree to international involvement in this matter."" ""We have more than enough specialists, experts and knowledgeable people in our country to solve our internal issues,"" he said. Read more: Main war crimes allegations ""This investigation should be internal and indigenous, without violating the laws of the country, and I believe in the judicial system and other relevant authorities in this regard. ""The international community need not worry about matters of state interest."" Asked when the court might be set up, he said:']",0.18604651162790697,0.03529411764705882,0.10465116279069767,0.10465116279069767,28.533862765280375
56,"['Girls start to see themselves as less innately talented than boys do when they are only six years old, a group of US researchers has said.']","['By James GallagherHealth and science reporter, BBC News website They said the ""disheartening"" results suggested the problem could snowball to affect future careers. The study on 400 children, in the journal Science, initially found both five-year-old boys and girls thought their own gender was ""brilliant"". But then only one year later, gender differences had emerged. Girl Power: How can books empower young girls? The team from Princeton University, New York University and the University of Illinois said it appeared stereotypes were starting to show. Suspected influences include exposure to media, teachers, parents and other children. The researchers put sets of five, six and seven-year -olds through different experiments. In one, the children were read a story about someone who is ""really, really smart"" but it is not clear who the story is about. They then had to guess the protagonist from four pictures - two of men and two of women. At age five, boys pick men and girls pick women around 75% of the time. But fast-forward a year to age six and boys are still picking men while girls are now slightly more likely to pick men too. In another scenario, groups of children played a new board game. But for some it was branded']",0.10169491525423728,0.0,0.05084745762711864,0.05084745762711864,17.78329451047159
57,['The UK government says it has started negotiations with a Japanese firm over a new nuclear power station on Anglesey.'],"['Energy secretary Greg Clark told MPs on Monday that public money could also be invested into Wylfa Newydd. The proposal has been on the horizon for a number of years, but ministers say the latest development is a major step forward. It is hoped work on the new plant could begin by 2020. A £12bn nuclear power plant on Anglesey closed in 2015 after more than 40 years of service. It would have a 60-year operational life and would be run by Horizon Nuclear power - a subsidiary of Japanese giant Hitachi. Developers say the plant would create up to 8,500 jobs during the construction phase. The proposals feature a plant with a capacity of generating 2,700 megawatts of electricity, enough power for about five million homes. Mr Clark told the House of Commons that any direct investment in the project would be made alongside the Japanese government and Horizon. He said: ""This is an important next step for the project, although no decision has been taken yet to proceed with the project."" Ministers say the negotiations will be subject to full government, regulatory and other approvals, including but not limited to value for money, due diligence and state aid requirements. ""It remains the government\'s objective in the longer term that new nuclear projects - like other']",0.11715481171548116,0.03375527426160337,0.07531380753138076,0.07531380753138076,22.023335742321564
