model_id,id,target,candidate,rouge1,rouge2,rougeL,rougeLs,chrf
t5_finetune,13,['A West Yorkshire care home which built its own sealed visiting booth said it has been inundated with messages from other homes asking how it was done.'],"['The pod was built around a patio door in Featherstone, Yorkshire, in under three hours.']",0.19047619,0,0.095238095,0.095238095,21.45242208
bart_base,13,['A West Yorkshire care home which built its own sealed visiting booth said it has been inundated with messages from other homes asking how it was done.'],"['The wood and plastic booth was built around a patio door at Vicarage Court, Featherstone, in under three hours. Director Jagjit Singh, who built the pod with a staff member, posted a picture on the home\'s Facebook page and it got thousands of views and messages. Almost 50 care homes have been in touch to ask where they can get one. More stories from around Yorkshire The booth - which was decorated by residents - is fully sealed and allows family members to visit their loved ones indoors and speak through a screen. Mr Singh said he used the thinnest possible wood and Perspex to help with communication while keeping the pod totally sealed. He said: ""We\'re a family run home and have always prided ourselves on our attention to detail. ""The new national guidelines have meant that only very limited visits are allowed for palliative care and the majority of residents can only have 30 minutes to speak through the screen. ""But that\'s just not the same. ""We thought we could come up with a better solution than some of the outdoor sheds that we\'d seen - especially as it\'s getting cold. We did not think that was very dignified."" He said the pod has been fully booked by families for the 30-minute slots which']",0.146341463,0.008196721,0.06504065,0.06504065,24.44936539
bart_finetune,13,['A West Yorkshire care home which built its own sealed visiting booth said it has been inundated with messages from other homes asking how it was done.'],['A care home in Yorkshire has built a pod for its elderly residents.'],0.35,0.052631579,0.25,0.25,20.22677238
bert,13,['A West Yorkshire care home which built its own sealed visiting booth said it has been inundated with messages from other homes asking how it was done.'],"[""Mr Singh has built another which will start to be used by some of the home's 65 residents next week. Follow BBC Yorkshire on Facebook, Twitter and Instagram.""]",0.178571429,0,0.035714286,0.035714286,29.25364008
baseline,14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['The six-week-old male bird was found at Loch Arkaig in Lochaber. The Scottish SPCA first took the chick to Inverness and then to its national rescue centre in Alloa for treatment. It will remain with the animal charity until it fledges at about 12-weeks-old and will then be released near the loch.'],0.144578313,0,0.120481928,0.120481928,25.83174109
t5base,14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['the chick was found at Loch Arkaig in Lochaber . the hooks were removed during a surgical procedure . it will remain with the animal charity until it fledges at about 12-weeks-old .'],0.203389831,0,0.13559322,0.13559322,24.4894527
t5_finetune,14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['The chick was found at Loch Arkaig in Lochaber.'],0.166666667,0,0.111111111,0.111111111,10.09766189
bart_base,14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['The six-week-old male bird was found at Loch Arkaig in Lochaber. The Scottish SPCA first took the chick to Inverness and then to its national rescue centre in Alloa for treatment. It will remain with the animal charity until it fledges at about 12-weeks-old and will then be released near the loch. The hooks were removed during a surgical procedure. Related Internet Links Scottish sPCA'],0.166666667,0,0.104166667,0.104166667,25.14032801
bart_finetune,14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['A chick has been rescued from a loch in Scotland.'],0.27027027,0.057142857,0.216216216,0.216216216,13.30772363
bert,14,['A white tailed sea eagle chick that swallowed two fish hooks and became wrapped up in the lines attached to them has been saved by the SSPCA.'],['The Scottish SPCA first took the chick to Inverness and then to its national rescue centre in Alloa for treatment. Related Internet Links Scottish SPCA'],0.230769231,0,0.115384615,0.115384615,23.0079134
baseline,15,"['A law company set up by three councils to save money has warned of ""uncertainties"" that could threaten its future after posting a £1.2m loss.']","['LGSS Law is owned by three councils and was founded to offer a ""new model"" for public sector legal services. Critics called the fall in revenue and £1.2m loss in 2018-19 a concern while an independent councillor questioned the scrutiny of outsourced services. LGSS Law said its finances had improved and it expected a profit this year.']",0.282352941,0.096385542,0.211764706,0.211764706,30.93543218
t5base,15,"['A law company set up by three councils to save money has warned of ""uncertainties"" that could threaten its future after posting a £1.2m loss.']","['firm was founded to offer a ""new model"" for public sector legal services . its revenue in 2018-19 fell from £8.7m to £7.8m and its losses grew from £300,000 to £1.2m . it is owned by central Bedfordshire, northamptonshire county and Cambridgeshire county councils .']",0.191780822,0.028169014,0.136986301,0.136986301,24.44742011
t5_finetune,15,"['A law company set up by three councils to save money has warned of ""uncertainties"" that could threaten its future after posting a £1.2m loss.']",['LGSS Law is a law firm owned by three councils in Cambridgeshire and has been reliant on shareholders in the firm.'],0.255319149,0.133333333,0.255319149,0.255319149,24.59489714
bart_base,15,"['A law company set up by three councils to save money has warned of ""uncertainties"" that could threaten its future after posting a £1.2m loss.']","['LGSS Law is owned by three councils and was founded to offer a ""new model"" for public sector legal services. Critics called the fall in revenue and £1.2m loss in 2018-19 a concern while an independent councillor questioned the scrutiny of outsourced services. LGSS Law said its finances had improved and it expected a profit this year. The law company is owned and operated by Central Bedfordshire, Northamptonshire county and Cambridgeshire county councils. Last year the BBC revealed Northamptonhire had offered the firm a £1m overdraft. It has now emerged Cambridgedhire has offered an extra £499,000 credit line. LG SS Law said it had improved its finances and expected to be able to continue in operational existence for the foreseeable future. In its annual accounts, the law company said it ""continues to be reliant on the support of its shareholders in the form of loans, overdrafts and trade payable balances"". It is understood the directors are aware of certain material uncertainties which may cause doubt on the company\'s ability to continue as a going concern."" \'Reliant on shareholders\' It is believed these ""uncertainties"" include cash flow management and the financial issues in setting up the business. The']",0.149779736,0.044444444,0.079295154,0.079295154,22.59261029
bart_finetune,15,"['A law company set up by three councils to save money has warned of ""uncertainties"" that could threaten its future after posting a £1.2m loss.']","['A law firm has said it is ""reliant on the support of its shareholders"".']",0.25,0.052631579,0.25,0.25,14.31810376
bert,15,"['A law company set up by three councils to save money has warned of ""uncertainties"" that could threaten its future after posting a £1.2m loss.']","['Northamptonshire County Council - twice forced to stop all non-essential spending in 2018 - said it offered the 1.62% per annum overdraft, of which £950,000 has been used, to help the firm\'s cash flow. Debbie Carter-Hughes, executive director at LGSS Law, said the latest accounts were out of date, adding ""the firm has made significant changes to its financial position"" and was ""forecasting a profit for the end of the financial year"".']",0.138613861,0,0.099009901,0.099009901,23.18847866
baseline,16,"['When police learned a suspected lion was on the loose in an Essex village, they brought in helicopters with thermal imaging kit and experts from a nearby zoo.']","['By Laurence CawleyBBC News That search, which took place on Sunday and Monday, has now been called off after they were unable to ""find any trace of any animal"". The most likely explanation for the sighting now appears to be that the suspected big cat was Ginny Murphy\'s pet Teddy Bear, a three-year-old Maine Coon cat. The drama, which unfolded over the bank holiday, has amused those for whom tracking big cats is a day job.']",0.14953271,0,0.074766355,0.074766355,23.94858176
t5base,16,"['When police learned a suspected lion was on the loose in an Essex village, they brought in helicopters with thermal imaging kit and experts from a nearby zoo.']","[""the search for big cats has been called off after they were unable to find any animal . the most likely explanation appears to be that the suspected big cat was Ginny Murphy's pet pet Teddy Bear, a three-year-old Maine coon cat .""]",0.138888889,0,0.083333333,0.083333333,25.80556966
t5_finetune,16,"['When police learned a suspected lion was on the loose in an Essex village, they brought in helicopters with thermal imaging kit and experts from a nearby zoo.']",['The search for a big cat has been called off after a lion paw sighting in Essex has been halted.'],0.25,0,0.166666667,0.166666667,18.14079573
bart_base,16,"['When police learned a suspected lion was on the loose in an Essex village, they brought in helicopters with thermal imaging kit and experts from a nearby zoo.']","['By Laurence CawleyBBC News That search, which took place on Sunday and Monday, has now been called off after they were unable to ""find any trace of any animal"". The most likely explanation for the sighting now appears to be that the suspected big cat was Ginny Murphy\'s pet Teddy Bear, a three-year-old Maine Coon cat. The drama, which unfolded over the bank holiday, has amused those for whom tracking big cats is a day job. Rich Laburn, of the Londolozi Game Reserve in South Africa\'s Kruger National Park, told BBC News there are simple things to look out for - the most obvious being paw prints. \'Listen for growl\' ""They are unmistakeable,"" he said. ""If you take your hand and spread it out on the floor, then the circumference of a man sized hand will be about the size of a lion\'s paw print,"" said Mr Laburn. ""A female lion is slightly smaller. ""You can also look for dirt inside the tracks as other creatures have moved over it - that will give you an indication of how fresh the tracks are,"" he added. Asked whether the recently well-watered soils of Essex would be a harder place to find lion paw']",0.102564103,0.00862069,0.05982906,0.05982906,18.27054316
bart_finetune,16,"['When police learned a suspected lion was on the loose in an Essex village, they brought in helicopters with thermal imaging kit and experts from a nearby zoo.']",['A search for a big cat in Essex has been called off after it was spotted by a man.'],0.212765957,0,0.170212766,0.170212766,14.68356311
bert,16,"['When police learned a suspected lion was on the loose in an Essex village, they brought in helicopters with thermal imaging kit and experts from a nearby zoo.']","['The drama, which unfolded over the bank holiday, has amused those for whom tracking big cats is a day job. A lion will growl a warning,"" he said, ""and the growl will get louder as a person gets nearer. ""']",0.149253731,0,0.119402985,0.119402985,23.71183012
baseline,17,['A probation officer who had been monitoring a serial offender when he went on to murder a teenager told an inquest she did the best she could under the heavy workload.'],"['Conner Marshall, 18, was beaten to death at Trecco Bay in Porthcawl in March 2015. Killer David Braddon, who was 26 at the time, pleaded guilty to murder and is serving a life sentence. Braddon was subject to two community orders at the time.']",0.16,0.02739726,0.133333333,0.133333333,25.45025533
t5base,17,['A probation officer who had been monitoring a serial offender when he went on to murder a teenager told an inquest she did the best she could under the heavy workload.'],"['conner Marshall, 18, was beaten to death at Trecco bay in porthcawl in march 2015 . killer David Braddon, who was 26 at the time, pleaded guilty to murder and is serving a life sentence . probation officer Kathryn Oakley broke down and said she had been given an impossible job .']",0.275,0.076923077,0.15,0.15,34.00166866
t5_finetune,17,['A probation officer who had been monitoring a serial offender when he went on to murder a teenager told an inquest she did the best she could under the heavy workload.'],"['Conner Marshall, 18, was beaten to death at Trecco Bay in Porthcawl in March 2015.']",0.043478261,0,0.043478261,0.043478261,10.86030453
bart_base,17,['A probation officer who had been monitoring a serial offender when he went on to murder a teenager told an inquest she did the best she could under the heavy workload.'],"[""Conner Marshall, 18, was beaten to death at Trecco Bay in Porthcawl in March 2015. Killer David Braddon, who was 26 at the time, pleaded guilty to murder and is serving a life sentence. Braddon was subject to two community orders. A Pontypridd inquest into Mr Marshall's death heard Braddon had repeatedly missed appointments to supervise his behaviour. During the hearing, probation officer Kathryn Oakley broke down and said she had been given an impossible job. The court heard she was new to the role and Braddon's first case. She was employed by Wales Community Rehabilitation Company. The barrister for the Marshall family, Kirsten Heaven, asked Ms Oakley if she told the probation service when Braddon would stop taking his antidepressant medication without talking to his GP. She said the probation officer had encouraged Braddon to speak to his doctor. The hearing, which was held on Tuesday, was then asked whether she would have handled the situation differently. She told the court that Braddon did not take his medication and was not taking his medication. The probation officer said she was unaware of the missed appointment because she was on holiday in Mexico. The inquest continues. The judge asked the court whether she had told the""]",0.158995816,0.025316456,0.10041841,0.10041841,22.12393762
bart_finetune,17,['A probation officer who had been monitoring a serial offender when he went on to murder a teenager told an inquest she did the best she could under the heavy workload.'],"['A probation officer has told the court she was ""extremely concerned"" about a case involving a teenager who had been diagnosed with depression.']",0.444444444,0.192307692,0.222222222,0.222222222,38.63972872
bert,17,['A probation officer who had been monitoring a serial offender when he went on to murder a teenager told an inquest she did the best she could under the heavy workload.'],"['The barrister for the Marshall family, Kirsten Heaven, asked Ms Oakley if she told the probation service when Braddon, who was diagnosed with depression and anxiety, had stopped taking his antidepressant medication without talking to his GP. Why were alarm bells not ringing?""']",0.243243243,0,0.108108108,0.108108108,27.63609239
baseline,18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']","['By Gerry HoltBBC News Sometimes seen as a ""working-class gong"", the BEM was founded in 1917 and was awarded for ""meritorious"" actions whether by civilians or military personnel. But the honour was scrapped in 1993 by former Conservative Prime Minister John Major, as part of his drive towards a ""classless"" society. However, nearly two decades on, the prime minister has announced its revival, and from next year, to coincide with the Queen\'s Diamond Jubilee, about 300 will be awarded annually to community volunteers.']",0.155172414,0.01754386,0.103448276,0.103448276,27.93843755
t5base,18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']","['the medal was founded in 1917 and was awarded for ""meritorious"" actions . it was scrapped in 1993 by former tory prime minister, as part of his drive towards a ""classless"" society . but now the prime minister has announced its revival and about 300 will be awarded annually to community volunteers .']",0.172839506,0.025316456,0.098765432,0.098765432,24.46747004
t5_finetune,18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']","['\'The BEM\' was abolished in 1946 by the RAF, a former soldier who was honoured with a medal for ""rescuing"" a gang of armed men from a German minefield.']",0.233333333,0,0.166666667,0.166666667,20.30280015
bart_base,18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']","['By Gerry HoltBBC News Sometimes seen as a ""working-class gong"", the BEM was founded in 1917 and was awarded for ""meritorious"" actions whether by civilians or military personnel. But the honour was scrapped in 1993 by former Conservative Prime Minister John Major, as part of his drive towards a ""classless"" society. However, nearly two decades on, the prime minister has announced its revival, and from next year, to coincide with the Queen\'s Diamond Jubilee, about 300 will be awarded annually to community volunteers. The families of those who received the honour the first time round have welcomed the move - as long as it remains the ""unsung heroes"" who are recognised. \'Unexploded bomb\' Mabel Siddal was honoured with the medal for her bravery as a 22-year-old air raid warden in Devonport, Plymouth, during World War II. She pulled survivors from devastated homes during the Blitz - even as attacks continued around her. The citation for her award, which she received in 1942, states: ""Madam, I recently drew the attention of the Minister of Home Security to your gallant conduct when during the severe air raids on Plymouth and district on the nights of 21, 22 and 29 April 1941']",0.163793103,0.052173913,0.103448276,0.103448276,25.03765936
bart_finetune,18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']","['The British Army\'s ""BEM"" has been abolished.']",0.153846154,0.054054054,0.153846154,0.153846154,9.223382384
bert,18,"['After Prime Minister David Cameron announced the return of the British Empire Medal (BEM), we tell the stories of some of the local heroes who were honoured the first time round.']","['Mrs Roche welcomed the revival of the honour, but added: ""As long as it goes back to the concept of it being an award for services to the community, which very much was the case for my mum, then I have no problem with it. "" I was unarmed at the time and I was briefly captured by them and made to plead for my life,"" explained Mr Hogg, who told how the men held a gun to his head.']",0.163636364,0.018518519,0.145454545,0.145454545,25.97315813
baseline,19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","[""By Tara JohnBBC News Condolences flooded social media from journalists, businessmen academics, ambassadors and even flag-carrying Ethiopian Airlines after it was reported that Mr Simegnew's body was found in a car in the capital, Addis Ababa, on Thursday. The police are investigating the circumstances of his death. He died as a result of a bullet wound and a hand gun was found in his car, which was parked in Meskel Square in the city centre.""]",0.192307692,0,0.096153846,0.096153846,25.32073146
t5base,19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","[""the 53-year-old engineer was found dead in a car in the capital, addis ababa . a hand gun was found in his car and he died as a result of a bullet wound . protesters took to the streets demanding 'justice' for the late engineer .""]",0.138888889,0,0.111111111,0.111111111,21.3483536
t5_finetune,19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","['The Grand Ethiopian Renaissance Dam, which is set to be the largest hydropower plant in Africa, has been renamed as a ""Patriotic ambitions"" by the government.']",0.41509434,0.156862745,0.301886792,0.301886792,37.79579466
bart_base,19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","['By Tara JohnBBC News Condolences flooded social media from journalists, businessmen academics, ambassadors and even flag-carrying Ethiopian Airlines after it was reported that Mr Simegnew\'s body was found in a car in the capital, Addis Ababa, on Thursday. The police are investigating the circumstances of his death. He died as a result of a bullet wound and a hand gun was found at a petrol station in his car, which was parked in Meskel Square in the city centre. By the afternoon, hundreds had taken to the streets in the Capital, as well as Londar, with protesters demanding ""justice"" for the late engineer. To understand why a project manager has managed to elicit such shock and widespread mourning - normally seen in other countries after the death of royalty, celebrities or politicians - one has to look at what the Grand Ethiopian Dam has come to represent. \'Patriotic ambitions\' Straddling the Nile, the dam has been called the most ambitious infrastructure project ever achieved on the continent. Once built, the 1.8km (1.1 mile) wide and 155m (500ft 5in) high dam will triple the country\'s electricity production. The Grand Ethiopian Renaissance Dam, which is set to be Africa\'s']",0.157894737,0.07079646,0.114035088,0.114035088,27.09644462
bart_finetune,19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","['The death of a former Ethiopian dam manager has been described as a ""political disaster"" by many Ethiopians, according to the BBC.']",0.408163265,0.127659574,0.326530612,0.326530612,31.11629553
bert,19,"['The death of Simegnew Bekele, the project manager of the multi-billion-dollar Grand Ethiopian Renaissance Dam, has been met by an outpouring of grief in Ethiopia.']","['Not a \'big man\' The 53-year-old gained his degree in civil engineering from Addis Ababa University and went on to to lead two other dam projects - Gilgel Gibe I and Gilgel Gibe II dams. He was the spokesman for the project, he was the front man and I am not sure how that will be replaced so easily,"" Ms Stevis-Gridneff says.']",0.131868132,0.02247191,0.087912088,0.087912088,24.93763146
baseline,20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]","['Haniffa Bin Osman, 57, was sentenced to 37 months in prison by the district judge in Baltimore on Friday. He was accused of aiding the LTTE in the attempted purchase of Surface to Air Missiles, Night Vision of Devices, Machine Guns and State of the Art Firearms. The attempts were made from April to September 2006 together with Haji Subandi, Erick Wotulo and Thirunavukarasu Varatharasa, a statement by the US Justice Department said.']",0.125,0.021276596,0.083333333,0.083333333,24.98210963
t5base,20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]",['he is accused of aiding the LTTE in the attempted purchase of weapons . the weapons were to be sent for the use by the tiger fighters . three others are sentenced .'],0.188679245,0.039215686,0.113207547,0.113207547,25.29449128
t5_finetune,20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]","['US Attorney Rod J Rosenstein has been sentenced to 37 months in prison . he was accused of aiding the LTTE in the attempted purchase of Surface to Air Missiles, Night Vision of Devices, Machine Guns and State of the Art Firearms.']",0.1875,0.032258065,0.125,0.125,26.45803897
bart_base,20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]","['Haniffa Bin Osman, 57, was sentenced to 37 months in prison by the district judge in Baltimore on Friday. He was accused of aiding the LTTE in the attempted purchase of Surface to Air Missiles, Night Vision of Devices, Machine Guns and State of the Art Firearms. The attempts were made from April to September 2006 together with Haji Subandi, Erick Wotulo and Thirunavukarasu Varatharasa, a statement by the US Justice Department said. Three others were also convicted in the same case, the statement said. The US Justice department said in a statement that the three were convicted of aiding and abetting the Tamil Tigers, a designated foreign terrorist organization, and attempted to illegally export arms. ""The three defendants were convicted on Friday of conspiring with others to provide material support to the Tamil Liberation Army (LTTE) in the purchase of weapons,"" US Attorney Rod J Rosenstein was quoted in the statement. Haniffa bin Osman has told US undercover agents in July 2006 that the weapons were to be sent for the use by the LTte who are fighting against the Sri Lankan forces. ""On August 1, 2006, Osman told the undercover agents that the Tamil Tiger wired a deposit of $250']",0.142222222,0.053811659,0.106666667,0.106666667,26.13279598
bart_finetune,20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]",['A Sri Lankan man has been sentenced to 37 months in prison for helping the Tamil Tigers in an attempt to purchase weapons.'],0.47826087,0.045454545,0.260869565,0.260869565,34.60784034
bert,20,"[""A court in the United States has sentenced a Singapore national for conspiring to provide material support to Sri Lanka's Tamil Tigers.""]","['On August 1, 2006, Osman told the undercover agents that the Tamil Tigers wired a deposit of $250,000 as a down payment for the purchase of the weapons. The United States designated the LTTE as a Foreign Terrorist Organization in1997.']",0.25,0.096774194,0.15625,0.15625,34.27478372
baseline,21,['Forecasters have extended warnings for thunderstorms across the whole of Wales until Monday evening.'],"['A yellow alert is in place from Friday, with the Met Office saying there could be heavy downpours during any storms, with up to 50mm of rain in short bursts over two to three hours. It could lead to flash flooding in places, travel disruption, and the slight risk of power cuts. The alerts remain in place until 21:00 BST on Monday.']",0.103896104,0,0.103896104,0.103896104,23.45581409
t5base,21,['Forecasters have extended warnings for thunderstorms across the whole of Wales until Monday evening.'],"['a yellow alert is in place from friday, with up to 50mm of rain in short bursts . the alerts remain in place until 21:00 BST on Monday . flash flooding and power cuts have been reported in parts of the uk .']",0.181818182,0,0.109090909,0.109090909,26.24811201
t5_finetune,21,['Forecasters have extended warnings for thunderstorms across the whole of Wales until Monday evening.'],"['a yellow alert is in place from Friday, with up to 50mm of rain in short bursts over two to three hours.']",0.055555556,0,0.055555556,0.055555556,19.04614236
bart_base,21,['Forecasters have extended warnings for thunderstorms across the whole of Wales until Monday evening.'],"['A yellow alert is in place from Friday, with the Met Office saying there could be heavy downpours during any storms, with up to 50mm of rain in short bursts over two to three hours. It could lead to flash flooding in places, travel disruption, and the slight risk of power cuts. The alerts remain in place until 21:00 BST on Monday. A Met Office forecaster said the greatest chance of impact will be in the southern half of warning areas, with afternoon showers on Friday likely to be ""slow moving and prolonged"". Further areas of heavy thunderstorms are expected to develop through Sunday, late into the evening, before finally beginning to clear on Monday night. The forecaster warned where thunderstorms occur, they could also be accompanied by hail, lightning and gusty winds. Thunderstorms have brought flash flooding and power cuts to parts of Wales throughout the week, prompted by the spell of hot and humid air across parts of the UK.']",0.101694915,0.011428571,0.056497175,0.056497175,23.63565538
bart_finetune,21,['Forecasters have extended warnings for thunderstorms across the whole of Wales until Monday evening.'],['A warning has been put in place for the risk of severe thunderstorms in Wales and Wales.'],0.322580645,0,0.258064516,0.258064516,34.93876111
bert,21,['Forecasters have extended warnings for thunderstorms across the whole of Wales until Monday evening.'],"['The alerts remain in place until 21:00 BST on Monday. A Met Office forecaster said the greatest chance of impact will be in the southern half of warning areas, with afternoon showers on Friday likely to be ""slow moving and prolonged"".']",0.142857143,0,0.107142857,0.107142857,30.79466421
baseline,22,['Scientists have obtained remarkable new insights into the asteroid impact that wiped out the dinosaurs.'],"[""By Jonathan AmosBBC Science Correspondent, Bremen They have been examining rocks from the crater that the 15km-wide space object dug out of what is now the Gulf of Mexico some 66 million years ago. The team says it can see evidence in these materials for how life returned to the scene soon after the calamity. Descendants of these small organisms are likely thriving today in amongst the crater's smashed up materials.""]",0.113636364,0,0.113636364,0.113636364,21.74959844
t5base,22,['Scientists have obtained remarkable new insights into the asteroid impact that wiped out the dinosaurs.'],"['scientists have been examining rocks from the crater that the 15km-wide space object dug out of what is now the Gulf of Mexico some 66 million years ago . the international project has shipped the hundreds of metres it drilled from beneath the Gulf floor earlier this year to the MARUM Center for Marine Environmental Sciences, at the University of Bremen, Germany .']",0.155844156,0.026666667,0.155844156,0.155844156,27.77425317
t5_finetune,22,['Scientists have obtained remarkable new insights into the asteroid impact that wiped out the dinosaurs.'],"[""The crater's smashed up materials have been analyzed and archived by scientists from the University of Texas, Germany.""]",0.235294118,0,0.117647059,0.117647059,23.5919432
bart_base,22,['Scientists have obtained remarkable new insights into the asteroid impact that wiped out the dinosaurs.'],"['By Jonathan AmosBBC Science Correspondent, Bremen They have been examining rocks from the crater that the 15km-wide space object dug out of what is now the Gulf of Mexico some 66 million years ago. The team says it can see evidence in these materials for how life returned to the scene soon after the calamity. Descendants of these small organisms are likely thriving today in amongst the crater\'s smashed up materials. The international project has shipped the hundreds of metres it drilled from beneath the Gulf floor earlier this year to the MARUM Center for Marine Environmental Sciences, at the University of Bremenn, Germany. It is here that the cores are being catalogued, analysed and archived. Chicxulub Crater - The impact that changed life on Earth Prof Sean Gulick, from the University University of Texas, US, is one of the two chief scientists involved. He cautioned that the rock investigation was a long-term endeavour, but then shared some early observations. ""We\'ve been able to examine that first 10,000 years after the impact, which is dominated by what we call \'disaster species\' - dominated by the organisms that love stressed environments. And then we can see evolution coming back in [during] the next few hundred thousands']",0.062780269,0.009049774,0.044843049,0.044843049,15.68158849
bart_finetune,22,['Scientists have obtained remarkable new insights into the asteroid impact that wiped out the dinosaurs.'],['A team of scientists has been examining a crater in the Gulf of Mexico for the first time in more than a century.'],0.157894737,0,0.157894737,0.157894737,26.60333277
bert,22,['Scientists have obtained remarkable new insights into the asteroid impact that wiped out the dinosaurs.'],"['By Jonathan AmosBBC Science Correspondent, Bremen They have been examining rocks from the crater that the 15km-wide space object dug out of what is now the Gulf of Mexico some 66 million years ago. We\'ve got some cell counts and some DNA, but it\'s all very early days; we\'re very concerned about contamination,"" explained Prof Jo Morgan. ""']",0.131578947,0,0.131578947,0.131578947,22.85845055
baseline,23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]","['Robert PestonEconomics editor One reason why this bank should stay afloat is because Co-op Group is injecting £462m into it. But even so, Co-op Group will emerge with a holding in the bank of just 30%. Or to put it another way, the value of its current 100% ownership of the bank is being valued at a big fat zilch.']",0.42,0.142857143,0.26,0.26,35.5097304
t5base,23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]","['co-op group is injecting £462m into the bank, but it will emerge with a holding of just 30% . the remaining 70% of the bank will be held by hedge funds and other investors . if the rescue happens, the remaining 70% of the co-operative bank will henceforth be held .']",0.295454545,0.093023256,0.204545455,0.204545455,27.31277771
t5_finetune,23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]",['Co-op Group is putting pressure on its creditors to agree to a deal to save the bank . a new committee is being rewritten to state that it must behave ethically.'],0.376811594,0.089552239,0.231884058,0.231884058,26.21458102
bart_base,23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]","['Robert PestonEconomics editor One reason why this bank should stay afloat is because Co-op Group is injecting £462m into it. But even so, Co-Op Group will emerge with a holding in the bank of just 30%. Or to put it another way, the value of its current 100% ownership of the bank is being valued at a big fat zilch. This destruction of Co-OP Group\'s investment in the hospital stems from a merger with Britannia Building Society in 2009 that has spewed losses, massive wasted investment in IT and from not generating enough profit out of the better operations to meet regulators\' requirements for the capital it needs as a buffer against potential future losses. If the rescue happens, the remaining 70% of Coop Bank will henceforth be held by hedge funds and other investors. Their £942m of loans to the group - or more precisely, their holdings of bonds classified as ""lower tier 2 capital"" under the Basel classification (stay with me!) are being converted into shares. And they are also putting £125m of cash into the bank. Oh my goodness, hedge funds in charge of the UK\'s most ethical bank! Whatever next? Well the hedgies - led by Aurelius,']",0.214876033,0.066666667,0.123966942,0.123966942,24.6931622
bart_finetune,23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]","[""The UK's biggest bank is going to be rescued by a group of hedge funds and other investors.""]",0.280701754,0,0.140350877,0.140350877,14.46713469
bert,23,"[""It is a humiliating day for Co-op Group, or at least its previous management, because there is confirmation in today's rescue deal for Co-op Bank that the value of the bank has collapsed to nothing.""]","[""are being converted into shares. First, it is saying the upper tier two creditors - who comprise the bulk of the ordinary or retail investors - will get 8% less if they don't agree to the terms before 16:30 GMT on 29 November.""]",0.172839506,0.050632911,0.148148148,0.148148148,22.19761867
