text,summary
"By Lucy ToddEntertainment reporter in Lisbon Eurovision proved once more that it embraces the outsider, the person who doesn't fit in. It follows Conchita Wurst's victory in 2014 and, before her, that of Dana International in 1998. Netta told BBC News that she came to realise that she was ""different"" because of her size and found out that ""different is often not accepted"". This is why, as she lifted her winner's trophy, she said: ""Thank you for choosing different."" Netta stood out in this year's competition right from the beginning. In the weeks leading up to the contest all the buzz was about the Israeli entry. But in the past few days, her star seemed to have waned in favour of Cyprus' hair-flicking Eleni Foureira. Certainly among the press, Netta had been almost written off - with Cyprus, France, Ireland and Italy thought to be the more credible acts. By the half-way point in the scoring, though, the national juries had confounded this and she was in a strong third position. And then for the public vote - where the 25-year old gained enough points from viewers at home to move into first and take the Eurovision crown. They had seen someone who was fun and quirky but who also carried a meaningful and substantial message of accepting who you are. Not even close In 2018, Netta's victory feels particularly deserved following the #MeToo and #TimesUp movements. Eleni - all credit to her - was perhaps just too beautiful, too slick and too mainstream. In the end, the vote wasn't even that close: Eleni's 436 points to Netta's 529. Netta said the competition wasn't against Eleni, but was about challenging herself. ""I'll keep competing with myself till I die,"" she said in an interview following her win. Aside from Netta's win, outside the Altice Arena all fans wanted to talk about was the stage invasion during SuRie's performance for the UK. SuRie had her microphone snatched out of her hand as she was mid-song, leaving her unable to perform for 15-20 seconds. In response, Eurovision fans rallied around SuRie, giving her the biggest cheer of the night, and imploring her to carry on. And that she did gamely, finishing her song powerfully, but visibly shaken. She was offered the chance to perform again, but declined. Portuguese colleagues tell me they felt ashamed at that moment, that they had let SuRie down, after months of her preparing for these three minutes on stage. Nothing political Whether or not the event had any effect on the vote is hard to tell. The jury votes are already cast the night before the grand final, so this hitch would not have been taken into account at all. Perhaps the UK gained a few more votes from the televote, but it was still to be 24th place out of 26. Swedish commentator and Eurovision 2016 organiser, Edward af Sillen, told me that it's nothing personal or political against the UK. ""It's all about the song,"" he says. ""This year's entry (Storm) was not the best, but the BBC is moving in the right direction. ""It's never too late,"" he says. ""We are just waiting for you to enter the right song, and when that happens Eurovision will be so happy for you."" One of the major upsets of the night came in the guise of Austria's Cesar Sampson, which the UK jury was the first of many to award 12 points to. There had been no buzz around this act whatsoever. Nobody But You is a nice enough song, and Cesar has a rich, warm voice - but it just didn't seem to stand out among the other entries. And yet. And yet it led at half time, once all the jury votes were in. Sampson himself said he couldn't believe it. Once all was said and done it ended up in third place - an incredible result, although Sampson actually came second last year when he performed as a backing singer for the Bulgarian entrant. I don't think he'll be too upset though. Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.",So it was the relatable Netta from Israel who won this year's Eurovision rather than Cyprus' glamorous Eleni.
"By Sabrina SweeneyEntertainment reporter, BBC News Having met Scorsese ""by accident"" in 1963, the duo have produced some of the most critically acclaimed films of the past 30 years, including Raging Bull, Goodfellas and The Aviator. Scorsese also introduced her to her late husband, the British film director Michael Powell, whom she was married to for six years until his death in 1990. The BBC caught up with Schoonmaker, 72, to hear about her experience working with one of the greatest filmmakers of the 21st Century, and their side project to restore the classic films of Michael Powell and Emeric Pressburger to their original Technicolour glory. You obviously bring a mass of technical skill to your job as editor, but working with the same director - one as significant as Scorsese - for more than three decades, presumably you've built up a very personal relationship with him. All great directors or anyone who has a strong vision like Scorsese needs to have a lot of support around them. I think from the very beginning - when we met each other - he realised he could trust me to do what was right for his movies. [Rather than] making a name for myself, I would be hand in glove with him in terms of carrying through what he tries to lay down when he shoots. He says I bring out the humanity in his films. I don't think that's really true - he lays it down there - but I think as a woman, perhaps I'm more tuned in to emotional things in the films that maybe I pull out more. We work as a team and I understand what he is trying to do and what he approves and disapproves of in terms of acting. He has this thing about eyebrows. He thinks [they] are too easy a thing for actors, so he discourages the use of eyebrows too much. That's the kind of depth and it's that kind of thing that - over the years - you learn. Scorsese's work with actors often involves giving them the freedom to improvise and deviate from the script, so does this complicate your job? The film we're filming now is called Wolf of Wall Street and it's filled with improvisation. He's being very brave in the way he's using improvisation and the actors are having a hell of a time coming up with great original humour. He loves working that way; taking this rich ore and mining it and shaping it as they're shooting. Then I have to deal with all the problems that causes because things don't match. But that's not important, what's important is to get the power of the scene across and don't worry about whether things match, or find another way to get around it. It's such fun! What was it about Powell and Pressburger's 1943 film The Life and Death of Colonel Blimp that made you and Scorsese feel it deserved to be brought back to life? We've both seen the movie over and over again and we both feel so deeply about it. It's a very unusual film, you never know what's coming next. It portrays people and the way life buffets them in an extraordinary way. You go through the main character understanding very early in his life that he's lost the woman that he loves because he doesn't realise he loved her until too late. She gives him the signals but he waits too long and another man marries her. That sadness and sense of loss pervades the rest of the film but not in a way that makes you feel bad. It's examining something that many people feel in life all the time. What did Scorsese bring to the project? Scorsese was so deeply influenced as a film maker by [Powell and Pressburger] and the fact they were so unusual and never cliched or sentimental. His commitment is to restore every film that needs it. My husband said the first time he met him he couldn't believe this young director knew every shot [he'd] ever taken and the blood started to run in [his] veins again. They had a wonderful friendship and [Scorsese] brought him back to the world. You were involved with the project to remaster The Red Shoes, Powell and Pressburger's classic 1948 film. What challenges are associated with restoring old films renowned for their mastery in Technicolor cinematography? Some of the film was covered in mould, a common problem that occurs in archive. The mould was actually eating into the emulsion of the film. But the result [of the restoration] is that Blimp has become alive, it's so vivid. That vividness has brought the humour to the fore, a loving examination of bureaucrats and the strange people who made up that world at the time. Instead of just being plainly satirical or savage, it's an understanding portrayal of what these people were like at this time. Despite making influential films through the 1940s and 1950s, Powell and Pressburger were lesser known than their contemporaries such as Alfred Hitchcock. Their films were very unusual, every film was different and my husband said the reason critics didn't support them as well as they should have was because they had to go in and engage with the film, they had to experience something new and when they were writing eight reviews a week, it was a bit annoying. Now, [their films] are considered masterpieces, but at that time people thought they might have been a little too weird, too emotional. The other thing is they never spent any money on self publicising themselves. They were too busy making movies. David Lean and Hitchcock had big Hollywood publicity machines behind them. A special restoration edition of The Life and Death of Colonel Blimp is available now on DVD and Blu-ray.","The name Thelma Schoonmaker may not ring a bell with everyone, but as Martin Scorsese's three-time Oscar winning editor, she is one of the most trusted names in film editing."
"Amol RajanMedia editor@amolrajanon Twitter Comcast's winning £17.28-a-share bid for Sky smashed the £15.67 Disney were prepared to go up to. Why were Comcast prepared to pay so much? Because they are desperate and Sky is too juicy to ignore. Let's take those in reverse order. Sky's remarkable valuation, at £30bn, is the loudest endorsement of a British media company in recent history. As Lex notes, ""the premium Comcast is offering over the Sky market price just before [Fox's offer for the 61% it doesn't own, in December 2016] is an incredible 124%."" Sky has around 27 million subscribers across Europe. Crucially, this means that it is not primarily an ad-funded broadcaster, and has data about its customers' interests. Think of Netflix, the most valuable and fastest growing TV and film company in the world. You don't see adverts on Netflix, and the company doesn't have a daily schedule to fill, with peaks and troughs according to different times of the day. It just buys in or makes programmes and films, and then charges you for it. Charging customers obviously allows you to grow revenues just by growing your base, rather than haggling with advertisers. It also means that by gathering a trail of data about their tastes, and quite possibly where they live and when they generally watch shows, you can target them with stuff you know they'll like. This is the huge advantage that Sky have over ad-funded terrestrial broadcasters. TV advertising is relatively stable just now, but as eyeballs shift online, so too are advertising dollars (often to just two companies, Google and Facebook). Better and safer in the long-term to rely on subscription income - with the mine of rich data that brings. The other, often neglected aspect of the deal is technology. Brian Roberts of Comcast relayed with glee an anecdote about visiting a Sky store in Westfield Shopping Centre in West London, where he saw a demonstration of the Sky Q kit. He was impressed by the user experience, and his gut instinct was to pursue the company. This creates the interesting situation in which an American media company will treat the technology of a British one as an education. Sky has had a strong couple of years, with growing revenue, earnings per share, and EBITDA; a series of major sports rights deals; and significant partnerships with BT Sport, Netflix, and Spotify. It is also creating world-class, slick productions with the world's most sought-after names. Benedict Cumberbatch's performance as Patrick Melrose came at a useful time. And Sky is a media mega-power in a territory, Europe, which various US giants feel exposed in. Comcast is currently America's biggest provider of cable and broadband services. It is unheard of in much of Europe. Buying Sky transforms it from US giant to international giant at a stroke. Provided, that is, they can make it work. Investors are sceptical. Comcast shares fell 8% - the most for three years - on worries that Roberts had overpaid. Has he? We won't know for a while. But back to that gut instinct. The final bid made for Sky, in a dramatic finale to this deal, took place in an environment which was not altogether conducive to sober contemplation. Mr Roberts and his senior team spent Saturday in a 5-star hotel. They were surrounded by bankers from Evercore, Bank of America and Robey Warshaw. It would be interesting to know if these financial wizards, whose advice was so precious to Mr Roberts, dined together on Saturday evening, once they'd won. Such a tense and intense atmosphere can foster over-zealous behaviour. Particularly when you throw in the egos involved. As this analysis in the Murdoch-owned Wall Street Journal makes clear, Roberts and Murdoch have had an at-times fraught relationship. Roberts and Bob Iger of Disney have been arch-rivals for years. And who could forget that in 2004, Comcast made a hostile bid for, yes, Disney - which ended in ignominy. As Simon Duke wrote in the also Murdoch-owned Times, ""For Brian Roberts, landing Sky will be a moment of sweet revenge. The Comcast boss has seen his ambitions thwarted twice before by Disney."" Perhaps pinching Sky from under the mouse's nose was a case of unfinished business. The main driver of the three American bids for Sky (from Comcast, Disney and Fox) was of course the mad scramble for eye-balls in an industry ripped asunder by technology giants such as Netflix and Amazon. Their enormous budgets, and fast-swelling customer bases, are re-shaping the sector. Their rivals need to grab as much land as possible while they can. But the adrenaline-fuelled nature of the final bid, the clashing egos involved, the backstory of Comcast's pursuit of Disney, and above all that share price slide yesterday suggests that for all the immense merits of Sky, it will take a superhuman performance to justify the final price. If you're interested in issues such as these, you can follow me on Twitter or Facebook; and subscribe to The Media Show podcast from Radio 4.","It ended with a blowout offer. After years of scrutiny from regulators, bids and counter-bids, the winning offer for majority control of British broadcaster Sky came in above expectations."
"The girl group - who topped the chart with their X Factor winner's single Cannonball in 2011 and Wings in 2012 - said they were ""super-duper excited"". Years and Years, who outsold the rest of the top five albums combined, called it ""the best day of our lives"". Last week the chart moved from Sunday to Friday to mark Global Release Day. All new singles and albums now come out on a Friday around the world, while BBC Radio 1 DJ Greg James reveals the official chart during his show from 18:00 BST. Black Magic, the first single from Little Mix's forthcoming third album Get Weird, topped this week's chart with sales of 113,000, including 1.19 million streams. ""We're super-duper excited to be number one with Black Magic - we never thought we'd see the day again,"" the band told the Official Charts Company. ""Thank you so much to the fans... you did this."" 'Dream come true' Years and Years - who topped the BBC's Sound of 2015 list in January added: ""We're so, so, so excited! Having a number one album is a dream come true. ""Thank you everybody and everything, this is the best day of our lives. Our fans are the best and we are very, very happy today."" Their single Shine is at number two in the singles chart for a second week, while Lost Frequencies' Are You With Me is at three and DJ Sam Feldt is at number four with his rework of Robin S's 90s club classic Show Me Love. Last week's number one, David Zowie's House Every Weekend, is at five. In the album chart, Ed Sheeran's x dropped from number one to two, following last weekend's huge shows at Wembley Stadium. James Bay's Chaos and the Calm was at three, with Sam Smith's In the Lonely Hour at four and Taylor Swift's 1989 at number five.","Little Mix have scored their third UK number one single with Black Magic, while Years and Years' debut Communion has topped the album chart."
"One-off episodes of Mrs Brown's Boys, Call the Midwife and Bad Education will feature on the schedule as well. The highly anticipated return of Sherlock will also air, along with a Doctor Who special and an adaptation of David Walliams' book Gangsta Granny. EastEnders will see Danny Dyer make his debut as the Queen Vic's new landlord. Films on offer include Toy Story 3, Cars 2, Gnomeo and Juliet and Pirates Of The Caribbean: On Stranger Tides. David Jason returns as corner shop worker Granville in Still Open All Hours, while the semi-finalists of the Great British Sewing Bee will compete again in a one-off special. The first series of family fantasy drama Atlantis will draw to a conclusion, while viewers will find out who wins the coveted glitter ball trophy on this year's Strictly Come Dancing series. Nev Wilshire, the star of BBC Three's The Call Centre, returns in The Call Centre Christmas, while Gareth Malone explores the roots of choral singing in The Choir: Sing While You Work. Viewers will also see James May taking on another challenge as part of his Toy Stories series as he aims to take a 37-mile ride around the Isle of Man in a motorbike and car made of Meccano. His Top Gear colleague Jeremy Clarkson will tell the tale of the Arctic Convoys of World War Two, while festive panel shows include Mock the Week, Never Mind the Buzzcocks and QI. Religious programming will include the First Eucharist of Christmas live from Westminster Abbey on Christmas Eve, along with Carols from King's on BBC Two. Other offerings include Top of the Pops Christmas, The Sarah Millican Television Programme and Celebrity Mastermind. ""Brilliant Christmas telly across drama, factual, comedy, entertainment and religion is something licence-fee payers rightly expect from the BBC,"" said Danny Cohen, the corporation's director of television. Final schedule details will be released on 4 December.",Seasonal specials of Strictly Come Dancing and The Great British Bake-Off are among the festive offerings from the BBC this Christmas.
"By Sarah Jane GriffithsEntertainment reporter, BBC News Dressed all in black on a rare sweltering summer's day in London, the singer is feeling reassured about the release of her second album, Halcyon, in October. New single Anything Could Happen got what she calls ""a good reaction"" after its first play on Radio 1 - the 25-year-old's name trended worldwide on Twitter. ""I was nervous, understandably, because it's been such a long time here since anyone's heard anything original,"" she explains. Goulding has just jetted in from the US where she's been spending ""a lot"" of time. ""Pretty much on and off for a year and a half,"" she says. ""People think I've moved there!"" It seems her home from home is pretty keen too, with the title track from her 2010 debut Lights currently at number two in the US Billboard chart. ""It's going really well out there. Nobody expected Lights to be anywhere near number one. It's really old, I wrote it way before my first album came out in a hotel in Brighton. It's been on a really crazy journey."" Released as the album's sixth single here, it failed to reach the top 40, peaking at number 49 last March. but it has been rising up the US charts for several months. ""Maybe there's something to do with the lyrics or the melody that has appealed more to an American audience?"" suggests Goulding. ""It didn't do anything here. If I had made it and thought 'this is quite a strong song, it might do well in some commercial capacity'... but I didn't. ""I mean I love it, obviously, I wrote it. You've got to love your own songs otherwise it defeats the object, but I can't explain it."" A support slot on Katy Perry's tour and the 'Royal Wedding effect' - she sang her cover of Elton John's Your Song for the Duke and Duchess of Cambridge's first dance - have no doubt helped boost her US profile. But now she must focus on her new album. Goulding swapped the Bromley bedroom where she recorded her debut for the English countryside and the home studio of producer Jim Elliot, who has previously worked with Kylie and Ladyhawke. She reckons the more experimental and ""darker record"" is a big risk, but it seems there is no getting away from a certain subject. ""I was determined to make it not about love, because the last one was so much about that,"" she explains. ""But when I did start writing it, I went through a break up and it was really difficult, and so the record ended up being about that. ""I couldn't help it. Every time I went to the studio I ended up writing quite sad songs. But even when I'm in quite a happy state of mind, I like writing really sad songs. I think a lot of people do,"" says Goulding. After splitting from Radio 1 DJ Greg James, she is now dating US dubstep producer Skrillex - a ""good person"" who was himself tipped in this year's Sound of 2012. Clearly he has also had an influence on the record's glitching, electronic sounds (the couple also happen to have cute matching haircuts). ""Yeah, it's something that I can't explain very well,"" admits Goulding. ""But I guess Anything Could Happen is about that, because I didn't know what was around the corner"". Goulding says Anything Could Happen is probably the happiest song she has ever written in her life. ""I think being close to someone who is also a musician, and one I really respect and I'm a big fan of, all it does is motivate me and makes me want to work harder and be better,"" she says. Despite being championed by the BBC and the Brits before even releasing an album, Goulding still feels she has done things ""the hard way"". ""It took time to really build myself a reputation as a good live performer, a musician and an artist,"" she reveals. ""I think around the time I played Glastonbury was a turning point. Then I started getting quite a lot of respect as a musician as opposed to just someone who'd had lots of hype and won things."" Goulding has made no secret of her initial struggles with fame and success, which caused her to suffer panic attacks that felt ""like having a heart attack"". ""It's a really scary, solitary, lonely thing. So I just want other people in that to know they're not alone,"" she says. But Goulding agrees she is not exactly the ""no personal questions"" type of artist. ""I just don't like going, 'I don't want to answer that'. I think I'm just too nice,"" she explains. ""I find it hard not to be honest. I can't imagine making a record and people not knowing the back story. ""Maybe one day I'll make a record that's really mysterious and no one knows where it came from or what I wrote it about. But thus far, I've just wanted to explain everything properly."" With the back story to Halcyon explained, Goulding's now preparing for what her manager tells her will be ""the busiest couple of years of my life"". But unlike last time, she is ready. ""I used to make my manager Jamie not tell me where I was going to be the next day, because I was so afraid of flying and of anything,"" she says. ""But now I love flying, I love working hard, I love being around the world. So much has changed, I think it's going to make a big difference."" However, she is glad to be stationed back in London before touring starts in December. ""Rehearsals are the most important thing in my world at the moment. The live show is going to be bigger, crazier, so we've got a lot of work to do. ""I'm just thinking about it now and suddenly I'm really stressed out!"" It is just as well she has put her old training regime, running and working out for two hours a day, on the back burner. ""It's not as crazy. I used to train a lot, really hard,"" she admits, before an injury forced her to slow down. ""I feel like maybe I went too hard too soon and now I need to chill out a bit? ""But I was on the treadmill watching the Olympics the other night and it couldn't be a bigger motivation for me. I saw Bolt win and just suddenly upped my speed!"" Anything Can Happen is out on 30 September. Halcyon follows on 8 October.","After winning the BBC's Sound of 2010, Ellie Goulding delivered a UK number one album and turned Royal Wedding singer. Now she's back with an ""experimental break-up album"" and an unexpected US chart hit."
"The reboot of the comic book series, which opened last Tuesday, has now taken $140m (£90m) domestically in its first six days. The new origin film stars British actor Andrew Garfield as the superhero and Emma Stone as love interest Gwen Stacy. It comes five years after Spider-Man 3, starring Tobey Maguire in the lead. Distributor Sony said the latest film has generated $341.2m overall, including worldwide box office receipts. ""This was never modelled or was never meant to be Spider-Man 4,"" said Rory Bruer, Sony's head of distribution. ""This was always a relaunch with a new cast and different stories to tell, and quite frankly, it succeeded beyond our imaginations."" Last week's number one film Ted - about a man and his foul-mouthed talking teddy bear - slipped to number two taking $32.6m (£21m). Pixar's Brave remained at three, bringing its US total to $174.5m (£112.6m). Oliver Stone's drug-war thriller Savages was the highest new entry at four. With an ensemble cast featuring Salma Hayek, John Travolta and Benicio Del Toro, the film tells the story of two friends who face off with members of a Mexican drug cartel. Male stripper movie Magic Mike, starring Channing Tatum and Matthew McConaughey, fell three places to five. The other nationwide release, pop star Katy Perry's behind-the-scenes film Part of Me, was at eight with $7.1m (£4.6m). After opening on Thursday, it has taken $10.3m (£6.6m). However the figure is considerably lower than other recent concert movies - 2008's Hannah Montana & Miley Cyrus: Best of Both Worlds Concert, opened with $31.1m (£20m), while last year's Justin Bieber: Never Say Never, debuted with $29.5m (£19m). Meanwhile, Disney has become the first film studio this year to reach $1bn (£645m) in domestic grosses, according to Variety . The success has been due to the release of blockbuster The Avengers - which has taken $611.1m (£394.6m) alone - Pixar's Brave and film flop John Carter.","The Amazing Spider-Man has spun its way to the top of the US box office chart, taking $65m (£42m) in its opening weekend."
"By Kev GeogheganArts and entertainment reporter The play co-stars John Simm, Keith Allen, Ron Cook, Gary Kemp and John Macmillan. Chan plays Ruth, the wife of Teddy, the eldest and most successful of three sons who has returned to London from the US where he is greeted by his physically and mentally abusive father and his brothers and uncle. Gemma - this play is quite an intense experience for the audience and, we suspect, the cast? Yes it's full on, it doesn't let up at all - you can't drop your concentration for a second. It's a wonderful play because there's no fat on there. In every moment there is something going on, the power is shifting or the dynamics of the scene. I've not watched it from the outside but when you're in it, it's very full on. It's been 50 years since it was written, does it still resonate? It's wonderful writing and Pinter, in a way, these characters he created - particularly the male characters and their attitudes and the way they behave - it's still quite shocking. I can't imagine how shocking it would have been in 1965 but I think he created characters that are still incredibly interesting. The traits that you see in certain characters you can still see in society today. I still think the play's got something to say and I love my character - she's been fascinating to explore and try and understand where she's coming from. A lot of people think she's controversial and ask why she behaves the way she behaves, and it's been really interesting trying to work that out. There's a great deal of ambiguity in the role of Ruth. There is a lot of ambiguity with the character and in [Pinter's] text, but as you work on it you have to make choices and decide what your truth is. It was interesting to work with [director] Jamie [Lloyd] and the other actors to say: ""What is the truth with these characters, what's happened between Teddy and Ruth and their marriage?"" And could that change after you start doing more performances? It could well change. We've got three months to go and I have my own ideas of what she might do next and I'm looking forward to getting to grips with that. What about getting to grips with the text? With Pinter everyone says it's as much about the pauses as the lines of dialogue. I've loved it. I love a pause and a silence so I will happily milk those. But Jamie said to us when we were rehearsing: ""You've got to explore why the pause might be there, they're not just there by coincidence."" He's put them there for a reason - sometimes it might just be because he thinks there will be a laugh, other times there's something going on between the characters and you have to allow that to be alive on stage. It's been really technical but once you have examined it forensically, you can then just enjoy what he's written. You're the only actress in the cast - most of the actors are a lot older than you, have they shared their experiences? I'm the same age as John Macmillan (who plays amateur boxer Joey) but I can't compete with their anecdotes during rehearsal, they have a few between them. They have been wonderful - there are quite a few personalities in there but I can honestly say that we didn't fall out once, which was great. All the drama was in the scenes, there's been a lot of laughter. Your career is very much taking flight right now with the success of things like Humans on Channel 4, what's next? I don't know, I haven't really got a master plan. After this, I have to do Humans series two and that's five months of next year. Then I'm open to to anything interesting that comes up. Humans was a big success, tapping into our fears in our tech-obsessed age, was that something you recognised? Absolutely, I have a love/hate relationship with technology. It's frightening how much we rely on it but how little we understand it and when it breaks, we're screwed because we don't know how to fix it. I hate that but at the same time, I couldn't live with without it. I think the show's resonated with people because of their dependence on and wariness of rapidly advancing technology. Have you seen the scripts for series two? Do you know where its going? I haven't, I've heard some rumours but they are keeping me in the dark too. Where would you like to see it heading? I'd love to see it expand and to see what's going on in other parts of the world. I'd love the characters to be moving on and exploring, particularly my character. I've heard that the scripts are very good though. The Homecoming runs at the Trafalgar Studios until 13 February.","Humans star Gemma Chan is the sole actress in a 50th anniversary production of Harold Pinter's Homecoming, a darkly ambiguous look at issues including masculinity, abuse and repression surrounding the return of one of three brothers to his father's London home."
"The former children's TV presenter was recognised for her services to charity in the New Year Honours List. ""Today, it's giving me a wonderful feeling in my heart,"" she said. Baroness Benjamin, 70, was well-known to millions as the host of Play School and Play Away. She has spent more than 40 years campaigning for young people and is a Liberal Democrat life peer. ""You get such a buzz from giving back and making a difference, changing the world, and to get an honour like this after these years it's like wonderful recognition,"" she said. Charities supported by Baroness Benjamin include Barnardo's, the Sickle Cell Society and Beating Bowel Cancer. ""I haven't done charity work for any ulterior motive but only to change people's lives,"" she said. ""To get it, it is like wow, how exciting. But I'm still thinking, what more can I do? To me, it doesn't end here."" Baroness Benjamin said she was ""thrilled"" to receive her damehood from Prince Charles on Thursday. ""I adore the Prince of Wales because he is a man of vision and over the years, I've always written to him when it comes to the environment,"" she said. ""He has had to take a lot of criticism over the years but has been proved right, and all the people that criticised him have come around to his way of thinking."" Born in Trinidad, Baroness Benjamin has also appeared in stage musicals including Jesus Christ Superstar and Black Mikado. A 12-year stint on the BBC's Play School made her one of the most recognisable children's TV presenters in the country. In 2010, she was introduced to the House of Lords and given the full title of Baroness Benjamin, of Beckenham in the County of Kent. Follow us on Facebook or on Twitter @BBCNewsEnts. If you have a story suggestion email entertainment.news@bbc.co.uk.","Baroness Floella Benjamin has spoken of her ""overwhelming joy"" after collecting her damehood at Buckingham Palace."
"It wasn't very good. The actor, who died on Wednesday aged 103, had optioned the rights to Howard Fast's novel - and the film would go on to become Douglas's best-known movie. The star originally enlisted the author to adapt his own work for the big screen, but Fast was not used to writing screenplays and struggled with the format. Douglas urgently needed someone to rescue the script before the historical epic went into production. That sparked a sequence of events which helped end the so-called Hollywood blacklist - the 1950s ban on scriptwriters and film-makers with alleged communist sympathies. When it came to producing movies, Douglas was a perfectionist. ""He was a person who had integrity,"" Tim Gray, senior vice president at Variety magazine, told BBC Radio 4's Today programme. ""He'd be the first to admit that he wasn't easy to work with, but he was always fighting to make a better film."" Douglas hired Dalton Trumbo to rewrite the script for Spartacus, which Trumbo did in just two weeks. But Trumbo had been a member of the Communist Party in the 1940s, so was blacklisted by Hollywood at the end of the decade. He and nine other writers and directors, collectively known as the Hollywood Ten, were jailed for contempt of Congress in 1950 after refusing to co-operate with authorities, who were on the hunt for communists and sympathisers. A pamphlet circulated at the time identified 151 professionals in the entertainment industry who were thought to be communists. Those named could no longer work in Hollywood - at least not using their real names. And if they did keep working under pseudonyms, they had to do so at very cheap rates. In his 2012 memoir I Am Spartacus!: Making A Film, Breaking The Blacklist, Douglas wrote about hiring Trumbo, who planned to rewrite the script under the name Sam Jackson. ""I gave my new friend 'Sam' a copy of the book and he promised to read it right away,"" Douglas said. ""I had been thinking a lot about the day when the blacklist would end."" 'A tremendous risk' It became widely known in Hollywood that Trumbo had written Spartacus. A gossip columnist, Walter Winchell, ran an item in March 1959 outing him as the screenwriter. That perhaps paved the way for what Douglas did next. Douglas said he told Trumbo that once the film was finished, ""not only am I going to tell them that you've written it, but we're putting your name on it"". In August 1960, the studio Universal-International announced that the writer would receive a full screen credit as Dalton Trumbo. The blacklist was effectively broken. ""The masquerade was over,"" Douglas later wrote. ""All my friends told me I was being stupid, throwing my career away. It was a tremendous risk. But the blacklist was broken. ""I wasn't thinking of being a hero and breaking the blacklist. It wasn't until later I realised the significance of that impulsive gesture."" In fact, Douglas claimed to have first broken the blacklist nine months earlier by requesting that Universal Studios issue a parking pass for Trumbo - which was significant because it was issued under the writer's real name. Either way, Rebecca Keegan, senior film editor at the Hollywood Reporter, told BBC Radio 5 Live that Douglas's actions were ""pretty extraordinary"". ""It was a radical thing to do at the time, it was a huge statement,"" she said. ""Douglas put his real name in the credits. It was one of the most significant acts in ending the use of the blacklist, which had had such an oppressive effect in Hollywood."" Keegan says Douglas used his star power to make sure Trumbo got the credit he deserved. ""The fact that Hollywood was using these blacklisted screenwriters, paying them pennies on the dollar, and not allowing them to use their real names, he thought that was absurd,"" she explained. ""And he had enough power at that point that he could make a decision like that and have a profound impact on the industry."" Later in his career, Douglas revelled in telling people how he had broken the blacklist. But some have argued that he overstated the part he played. Trumbo's daughter, Melissa, said that when his 2012 book was published, she ""threw it across the room"". In 2002, Trumbo's widow Cleo wrote a letter to the LA Times saying ""no single person can be credited with breaking the blacklist"". Nonetheless, Douglas became the public face of the blacklist rebellion, which would have taken some courage in itself, even if just as one member of a growing movement. Speaking to the Jewish Chronicle in 2012, Douglas said: ""I have been working in Hollywood over 60 years and I've made over 85 pictures, but the thing I'm most proud of is breaking the blacklist."" Follow us on Facebook, or on Twitter @BBCNewsEnts. If you have a story suggestion email entertainment.news@bbc.co.uk.",There was one problem when Kirk Douglas saw the original script for the 1960 film Spartacus.
"The piece, which is a dialogue about umbrellas between two unnamed sunbathing gentlemen, was part of a revue at Nottingham Playhouse in 1960. Pinter's widow Lady Antonia Fraser told The Guardian she had been ""completely unaware"" it existed. The British Library acquired Pinter's papers a year before his death in 2008. But Umbrellas was uncovered by researchers delving into the Lord Chamberlain's collection. The 10-minute piece featured in a show called You, Me and The Gatepost. Before 1968, copies of every work intended for performance had to be submitted to the state office for licensing and were retained in its archives. The show was given the green light without any cuts and considered to be an ""excellent entertainment"". Lady Antonia called the sketch - which has been reproduced in full in The Guardian - ""fun"" and said that her family had been acting out the sketch, in which the two protagonists are simply called 'A' and 'B'. ""I want to act B, which is the better part, but so far I've only managed to act A. ""We're really waiting for some really good actors to do it,"" she added. Jamie Andrews, head of English and Drama at the British Library, said the sketch offered ""an exciting and important opportunity for all lovers and scholars of Pinter to study a piece of writing that even the writer himself had not retained"". The piece is punctuated by a series of pauses, which are considered to be a hallmark of Pinter's work. At the time of The Umbrella's performance, Pinter, then aged 29, was enjoying success with a West End production of his play The Caretaker. The sketch's rediscovery coincides with the opening of the newly-rededicated Harold Pinter Theatre in London. Actress Thandie Newton is making her West End debut in Death and The Maiden, the first production in the renamed Comedy Theatre. Pinter, whose other stage plays include The Birthday Party and The Homecoming, was awarded the Nobel Prize for literature in 2005.",A short sketch written by playwright Harold Pinter more than 50 years ago has been found in archives at the British Library.
