text,summary
"By Kelly-Leigh Cooper & Lee CostelloBBC News NI For decades the streets of Northern Ireland have been peppered with political murals depicting the region's religious divisions. But a new wave of contemporary mainstream art is emerging in some of Belfast's neglected and more up-and-coming areas. The art in the city's Cathedral Quarter has become so popular local art curator Adam Turkington now runs a tour around the area. ""There's over 100 pieces of street art within a very short walking distance,"" he said. ""I grew up in the Troubles. If you have environments where walls are political then public art becomes accentuated and more important. ""If you go to Berlin or Bethlehem, there is a real tradition of street art as an active protest against the political position of walls within communities. ""We already had a tradition of murals and writing on walls here, which is more often than not associated with division. So to create a body of work that is a counter narrative to that is really powerful. ""So much of the path to creating a shared cultural identity is creating visuals and architecture that everybody can take ownership of."" Many of the local artists who started as amateurs have now gained commercial contracts as Belfast's businesses aim to decorate their premises with their own commissioned stylised graffiti. Here are profiles of some of the faces behind some of the city's most striking artwork. Dean Kane (aka Visual Waste) Dean Kane (under his alias Visual Waste) specialises in pop culture designs, painting portraits of celebrities that have fast became local tourist attractions. He said:""I had a corporate job with a great salary but it bored me and I wasn't passionate about it. ""After I had my first kid I was going to go back to it, but I ended up walking in, writing my resignation on a napkin and heading straight to the job centre to register myself as self-employed. ""I started putting my work on social media and soon I was getting lots of commercial work. I started a website and then a video blog and it really raised my profile. ""Belfast is evolving, millennials aren't interested in all the political murals, they want something that means something to them. 'Street art actually communicates something' ""Street art communicates to a much broader age and social media allows its profile to be elevated to a whole new level where everyone has access to seeing it. ""Vandalism is when somebody just sticks their name on a wall but doesn't have any intention of actually saying something with any real meaning."" Eoin McGinn (aka Emic) Eoin McGinn from County Tyrone, is a street artist who decided that he had enough of 'normal' jobs after losing two in a month. He said: ""I come from a rural upbringing, but I moved to Manchester and then Belfast to study art. ""I loved all the art that comes with living in the city and it really inspired me to start it myself. 'I always thought that art looked better on walls than in galleries' ""Eventually a local newspaper did a feature on one of my pieces and it kind of just built from there. ""The political murals still have a place in Belfast because of its history, but my work is nothing like that, what I do is a blend of photo realism and abstraction."" Marian Noone (aka Friz) Marian Noone is originally from County Sligo, Ireland. ""I studied animation originally but never went into the industry,"" she said. She moved to Belfast 11 years ago, where she found and fell in love with spray painting: ""I paint, maybe subconsciously, powerful strong looking women."" ""I'm really inspired by nature and by Celtic mythology. It may not be totally accurate, but there's that kind of fantasy element where I take liberties. 'No other city' ""If I had been in any other city it wouldn't have happened as organically as it did in Belfast."" Glen Molloy Throughout 2016 mysterious paintings of celebrities began appearing in the docks area of the city. Glen Molloy was eventually revealed as the anonymous man behind the portraits. 'Belfast's Banksy' ""I want to do this every spare minute I get. I want people to see positive images of people they love or respect,"" he said. ""Right now I'm just doing it because I am passionate and I want to brighten up the city. ""Personally I am on benefits, so I want to get to a point where I can do this as a living. ""I could be sitting with £15 and I know I should go and spend it on electricity, but I end up spending it on spray cans because I just want to keep doing this.""","Belfast is a city better known for its history than its artwork, but a new generation of artists are claiming its public spaces as their own."
"They also showed that 88% of the 17,395 were first-time buyers. Prime Minister David Cameron said the scheme, which is made up of two parts, was a key strand of the government's long-term economic plan. But Labour has warned that rising demand must be met with increased housing supply for people to afford it. According to the government's own figures, 77% of homes bought under the scheme as a whole were outside London and the South East. And the average value of a property bought through the initiative was £194,992. There are two parts to the Help to Buy scheme - the equity loan and the mortgage guarantee. With the equity loan, which was launched in England in April last year, in Scotland in September, and in Wales in January 2014, buyers can put down a deposit of just 5%. This has to be on a new build, and it enables them to take out a mortgage of up to 75% of the property's value. The difference is made up with an equity loan of up to 20% from the government. 'Security and independence' The mortgage guarantee, which began across the UK last October and will run until the end of 2016, offers a government guarantee against losses for lenders who are prepared to offer mortgages to people with only a small deposit. Almost 15,000 of the 17,395 homes bought through Help to Buy were done with the equity loan, the figures revealed. Use of the equity loan was at its highest in south-east England, while the highest number of people buying a home through the mortgage guarantee was in Scotland and north-west England. Mr Cameron hailed the scheme, saying: ""Help to Buy is a key part of our long-term economic plan, giving thousands more people the security and independence that comes from owning their own home."" 'Cost-of-living crisis' But shadow housing minister Emma Reynolds warned that new homes still need to be built. ""Any help for first time buyers struggling to get on the property ladder is to be welcomed,"" Ms Reynolds said. ""But rising demand for housing must be matched with rising supply if this scheme is to bring the cost of housing within the reach of low and middle-income earners. ""Instead, under this government house building fell to its lowest level in peacetime since the 1920s and home ownership continues to fall. ""You can't deal with the cost-of-living crisis without building more homes."" Ms Reynolds said the country needs a ""help to build"" policy to both boost housing supply and tackle the cost of living. She added that Labour was committed to getting at least 200,000 homes built a year by 2020. Other highlights in the government figures included:","More than 17,000 households bought homes under the government's Help to Buy scheme in its first nine months, figures have revealed."
"By Andrew SinclairBBC East political correspondent The Norfolk MPs fear the woman, who claims being drugged and sold by traffickers into prostitution, faces being killed if she is sent home. George Freeman, Richard Bacon and Clive Lewis want an urgent meeting with Home Office officials about the case. The former law student said she was abducted from a ferry on her way to Italy for a holiday four years ago. South Norwich MP Clive Lewis said the MPs had taken advice from the Sue Lambert Trust, which provides support to survivors of sexual abuse. 'Sold into prostitution' ""They're concerned for her, we're concerned for her, she's concerned for herself and we feel that she has to stay in this country and that her application for asylum should be honoured,"" he said. The woman, whose name has not been revealed for her safety, said after she began feeling unwell, a group of people on the ferry offered to help her. Instead, she said, they drugged her and sold her into prostitution. After becoming pregnant, she managed to escape and hid on a lorry which brought her to Norwich where her daughter - now aged two - was born. Her claim for asylum was rejected last week and she could be deported soon. 'Honour killing' South Norfolk MP Richard Bacon told the Commons she was very vulnerable. ""She is now staying at her therapist's house in South Norfolk to reduce the risk of self-harm, and if she were deported to Albania... might be the victim of an 'honour killing',"" he said. ""Albania has one of the highest rates of 'honour killing' in Europe, will the government look very closely at (this) case?"" ""Honour killing"" is defined as the murder of a relative, especially a girl or woman, who is perceived to have brought dishonour on her family. It is understood the Home Office is trying to arrange a meeting for next week with the MPs and the woman's other supporters.",Three MPs have appealed to the Home Office to halt the deportation of an Albanian woman and her daughter.
"Hackers have targeted Sunderland City Council with phishing and spoofing emails, and at least one Distributed Denial of Service (DDoS) attack. Officers also experienced a ""spray attack"" where accounts were locked out after criminals repeatedly used common passwords to try to gain access. The attacks took place during a week in November and the council has said it will improve its IT security. The council's IT security breach was revealed in a scrutiny co-ordinating committee report, the Local Democracy Reporting Service said. Last year, the Local Government Association published a ""cyber-stocktake"" based on a questionnaire completed by councils. Sunderland received green and amber ratings in several areas, but was labelled red in technology standards and compliance and detection. The council said it planned to improve its security by moving PCs to Windows 10 and making sure default passwords were changed. It said that although measures were being taken, there was ""no silver bullet that guarantees 100% protection"". You might also be interested in:","A council has been hit by 400,000 spam emails in one week."
"Mr Hunt, who stood against Boris Johnson for the Tory leadership this summer, was the longest serving health secretary between 2010 and 2016. He was among 15 select committee chairs elected in a secret ballot. Other winners included Tom Tugendhat (foreign affairs), Tobias Ellwood (defence) and Julian Knight (culture). And former cabinet ministers Greg Clark and Karen Bradley will head the science and procedure committees respectively. A wide range of roles were up for grabs, with briefs ranging from transport to international trade. Mr Hunt said he was ""honoured"" to be elected as chair of the health select committee and he would be pressing the government to move quickly to build a cross-party consensus for a funding settlement for care for the elderly. There is a select committee for each governmental department, along with a few additional groups. They are made up of 11 or more members who carry out inquiries and create reports into a range of subjects. They are seen as one of the most effective ways of holding ministers and civil servants to account. The chairs of 13 committees, including education and home affairs, have already been named as the candidates for chairman ran uncontested. Wednesday's elections do not include the intelligence and security committee (ISC) - the head of which is chosen through a separate process, with nominations provided by the prime minister after consultation with the leader of the opposition. The long-awaited Russia report - into allegations of espionage, subversion and interference in UK democracy - will not be published until a new ISC is established. The timing of the committee's reconstitution is also in the gift of the PM. Fair representation Chairs of the committees are elected by MPs at the start of each Parliament. Parties agree on the allocation of committees between them to make sure the chairs are a fair representation of the make-up of Parliament. As Mr Johnson and his Conservatives won in December with an 80-strong majority, Tory MPs will chair 17 of them. Labour will head up nine, while the SNP will lead on two. The biggest competition was for chair of the defence committee, with five Tory candidates vying for the top job. Ex-defence minister Mr Ellwood saw off competition from Adam Holloway, Robert Courts, James Gray and Sir Bernard Jenkin. And incumbent Mr Tugendhat won the hotly contested race to head the foreign affairs committee, defeating Crispin Blunt and Bob Seely. The big Labour contest was for chair of the pensions committee, with Stephen Timms seeing off Debbie Abrahams, Chris Bryant and Karen Buck.",Ex-Health Secretary Jeremy Hunt has been elected to head a committee of MPs which scrutinises the performance of the NHS and government health policy.
"KRW Law made a submission to Surrey coroner Richard Travers after the BBC obtained papers about the case. A spokeswoman for Mr Travers said it was the coroner's intention to contact the families to allow them to make representations. She said a the review would be held, probably next year. Five died and 65 were injured in the IRA blasts but those responsible were never prosecuted and the inquests never concluded. The wrongfully-convicted Guildford Four served 15 years before release. KRW Law said its clients and families of the victims needed the truth. The law firm is representing a former soldier who survived the blast at the Horse & Groom and is still suffering from PTSD, and Ann McKernan, sister of wrongly-jailed Gerry Conlon who died in 2014. Guildford Four files 'must be released' Pub bombings inquests 'could be resumed' Soldiers Ann Hamilton, 19, Caroline Slater, 18, William Forsyth, 18, and John Hunter, 17, and plasterer Paul Craig, 21, all died in the blast at the Horse & Groom on 5 October 1974. The BBC has been in contact with the victims' families and friends, but most remain too traumatised to talk publicly. The Guildford Four",A pre-inquest review is to be held in the case of the IRA Guildford pub bombings after a legal bid by human rights lawyers.
"It was a working day for many of the 5,200 service personnel, now mostly based in the southern part of Helmand province, but there were carol concerts and exchanges of presents. A Christmas lunch was served at the UK headquarters in Camp Bastion and four smaller remote bases. There was also extra time for phone calls home and prayer. Some 447 British servicemen and women have lost their lives since operations began in 2001. The most recent death took place on Monday when a soldier from the Royal Engineers was killed after coming under enemy fire while on operations east of Kabul. 8,400 mince pies All UK combat operations are due to finish by the end of 2014, with responsibility transferred to Afghan forces. Afghan security forces are already leading operations, with British troops working alongside them. Prime Minister David Cameron told UK troops on a visit to Camp Bastion last week that their ""mission had been accomplished"". He said they had restored a basic level of security to Afghanistan and prevented it from becoming again what he called ""a haven for terror"". The 7th Armoured Brigade - the Desert Rats - which now command Britain's operation in Helmand - is ensuring that the troops still feel part of the Christmas celebrations, says BBC correspondent Karen Allen. At Camp Bastion and across the UK's area of operations, around 6,000 personnel enjoyed two tonnes of turkey, one and a quarter tonnes of gammon, half a tonne of Brussels sprouts and 8,400 mince pies. There were also Midnight Mass services in tented chapels, a half marathon in which runners wore everything from Christmas cracker bodysuits to Santa hats and a visit from Father Christmas to distribute presents. Brigadier James Woodham, the commander of Task Force Helmand, praised the focus and determination of the troops. ""The soldiers serving here this Christmas should be very proud of the work they are doing,"" he said. ""They are doing a fantastic job and when I speak to my Afghan counterparts, they are really thankful for the work, determination and investment that our soldiers have put in."" Senior Logistics Officer Major Luke Dance said: ""We have an important job to do here but we try to make sure that as many people as possible get to sit down and have a traditional Christmas lunch. ""It's a good morale boost and the small details help to bring a little bit of home to Afghanistan."" Thousands of personnel on ships or around the globe in Cyprus, the Falklands Islands and Gibraltar were also able to enjoy a Christmas meal.",British troops have marked their final Christmas in Afghanistan ahead of next year's scheduled pullout.
"Farmer Fraser Jones plans to build the dairy for 1,000 cattle at Leighton near Welshpool. Powys Council's planning committee said it was ""minded to approve"" the application subject to a report on ""outstanding issues"". The development is still opposed by a number of interested groups The planning committee members voted twice. The first vote saw six councillors in favour and five against. Obstacles The second vote was on a motion that ""the committee is minded to approve the application subject to a report coming back to committee on outstanding issues"". This was also passed by six votes to five. Afterwards Mr Jones said: ""I'm very excited and relieved. ""I've put a lot of hard work in, and my agents, to overcome a lot of obstacles, and I'm glad the councillors saw the sort of work we'd done to overcome the difficulties. ""We've got some conditions to meet, internal road access is the main one."" He added that he wanted the project to be a success and was willing to do what he could to make it so. Council officers had recommended that planning approval should be refused. Groundwater A council report said Mr Jones's application had been rigorously scrutinised, but concluded that the scale, location and impact of the development ""fundamentally conflicts"" with the development plan. It added that the parlour would have a visual impact locally on listed buildings, would affect views from nearby Powis Castle, and would impinge on Offa's Dyke. The Environment Agency raised concerns about groundwater and how manure would be managed after the project was first unveiled in August last year. Mr Jones said in February that he had addressed these worries after withdrawing a first application. The agency had no objections against the latest proposals, along with Powys environmental health services and Powysland Internal Drainage Board. But the development is still opposed by the Countryside Council for Wales, the historic monuments agency Cadw, the Campaign for the Protection of Rural Wales, the National Trust and Powys Teaching Health Board, which is concerned about air quality. The council report said: ""The site is located within a vicinity which is sensitive in terms of its proximity to and its visual relationship (to) heritage assets including listed buildings, a registered landscape and a scheduled ancient monument."" Compassion in World Farming claimed last year that Mr Jones's plans were factory farming. He denied this and said his animals' health would be monitored all the time, and he claimed the dairy would improve milking conditions. But Mr Jones has said his cows will be inside for 250 days of the year. The council said it received a high number of objections to the original application, and an action group was formed locally. The planned dairy is next door to homes and a primary school.","Controversial plans for a ""super dairy"" in Powys are likely to be approved after councillors ignored advice to reject it."
"Tilbury port said it had been contacted by companies looking for an alternative to Felixstowe. The Port of Felixstowe said talk of diverting ships was not unusual. The Felixstowe Port Users' Association told the BBC that the situation was improving with 60% of containers being loaded within an hour. On Wednesday, lorry drivers complained of tailbacks of up to 16 hours after the IT system was introduced on Sunday. One shipping line, that did not wish to be named, told the BBC cranes that normally handled 24 containers an hour, were at present only handling about eight an hour. A spokesman from London Container Terminal in Tilbury said: ""We have been approached by a number of shipping lines seeking alternative options to Felixstowe."" Jason Flower, chairman of Felixstowe Port Users' Association said there were more vehicles getting off the port now. But he said there was ""still an issue with some containers… 20% of them are taking more than three hours and some are taking five hours"". He added: ""We are pressing the port to put more people on the service desk but it is better."" 'Stable and reliable' A spokesman for Felixstowe port operator Hutchison Ports said one or two ships may have been diverted, but diversions are not that unusual. He said earlier: ""The new system is operating across our container and rail terminals after a successful migration of data on Sunday."" The IT system is already in use at 25 Hutchison Ports around the world, the spokesman added. ""It will provide a stable, reliable and consistent level of performance for our customers for many years to come,"" he said. He thanked people using the port for their ""co-operation and understanding during this time"".","Shipping lines are looking at moving some business from the UK's biggest container port, which has been hit by delays caused by IT problems."
"Northumbria University conservators were working on a centuries-old panel by an unknown artist of the beheading of John the Baptist from the Bowes Museum collection at the time. As it was in a deteriorated condition, they took X-rays to assess the damage. These revealed figures including a baby in a manger, angels and what appears to be one of the three wise men or Magi. The St John the Baptist painting is believed to be about 400 years old and probably formed part of a larger altar piece. As Nicky Grimaldi, Senior Lecturer in Conservation of Fine Art at Northumbria, said: ""The first stage of most investigations of this kind is to carry out an X-ray to understand what is going on underneath the layer of paint we see on the surface. ""That was when we realised there was more to the painting than we originally thought. ""It really is quite unusual to find paintings hidden in this way and to discover a nativity scene in this detail and just before Christmas was really incredible."" More detailed investigation work will now be carried out in a bid to establish the age, background and history of both the paintings.",What is thought to be a 16th Century painting of a nativity scene has been found underneath another artwork.
"About 185 properties lost power in Rhondda Cynon Taff, Bridgend county and Vale of Glamorgan, but Western Power Distribution said some properties were still affected in Ceredigion. The ""unsettled"" weather is predicted to continue, the Met Office said. More strong winds are forecast on Tuesday night, lasting into Wednesday morning. The Met Office warned of disruption and some heavy rain.",Power has been restored to almost all homes which were left without electricity during strong winds.
"John Wright, 41, died after being attacked with a baton and knife in Stockton on 29 December 2019. Kienan Johnson hit him with the baton and Jordan Vaughan stabbed him with a knife, Teesside Crown Court has heard. Both deny murder. The court has heard Mr Wright suffered multiple injuries but a single stab wound killed him. 'Not happy' Mr Johnson, 22, told jurors he got to know Mr Vaughan, 21, a couple of weeks before the fatal attack on Mr Wright and the pair sold crack cocaine together in the Bousefield area of Stockton. He said Mr Wright bought drugs from them most days, but a day or two before the attack he gave the pair counterfeit bank notes, the court heard. Mr Johnson said he was ""not happy"" about the trick and intended to hit Mr Wright ""two or three times with the cosh"" so he ""didn't do it again"". When they came across Mr Wright on a green near Parliament Street, Mr Johnson said he hit him on the legs two or three times and on the arm and hand with ""a bit of force"" with the baton. Asked if he meant to seriously harm or kill Mr Wright, Mr Johnson replied: ""No I didn't"". 'Didn't know about knife' He said he then walked away from Mr Wright, but turned to see Mr Vaughan and Mr Wright shouting at each other, before Mr Wright reached to get something that ""looked like a brick"" and Mr Vaughan pulled Mr Wright close to him. Asked if he saw a knife or knew Mr Vaughan had one, Mr Johnson said no. He also said he did not know Mr Wright had been stabbed until later when Mr Vaughan told him. In his police interview, Mr Johnson said he deliberately stayed away from Mr Wright's head as he himself suffered a serious head injury two years previously which left him in a coma. Mr Johnson, of Windsor Road in Stockton, admits possessing a baton and Mr Vaughan, of Harlow Crescent in Thornaby, a knife. The trial continues. Follow BBC North East & Cumbria on Twitter, Facebook and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk.","A drug dealer accused of murdering a man wanted to hit him with a cosh as punishment for paying for crack cocaine with fake money, a court has heard."
"David Cameron was speaking during a visit to BBC Birmingham where he was asked how he would get the West Midlands economy growing. He said cutting corporation tax would encourage businesses to relocate to areas such as the West Midlands. He added decisions had to be taken to protect the economy's infrastructure. The West Midlands has been hit by manufacturing job losses and closures in recent years, most notably in the motor industry such as Jaguar Land Rover and the closure of MG Rover in Longbridge in 2005. Mr Cameron said: ""The deficit is what threatens our economy and by dealing with it, as we are now, we can get confidence back, we can get growth back, we can get jobs back."" ""I think the greatest danger would be doing nothing, you can see other countries in the European Union in real problems because they haven't got on top of their deficits,"" he added. Richard Burden, Labour MP for Birmingham Northfield, said: ""Of course there were going to be difficult decisions to make whichever party got in ""But the fact is David Cameron's government is making the wrong decisions at the wrong time and on the wrong scale."" John Russell, chairman of the West Midlands CBI, said he agreed with the prime minister's general message. ""I think the general policy agenda is one that does support growth in the private sector,"" he added. Mr Russell, who is also the chief executive of Manganese Bronze Holdings, which makes London black cabs, said: ""I think in the West Midlands we have a very specific problem, that the regional development agency is being disbanded and we need a new structure put in place to pick up the work of that organisation. He said the main problem was the unsustainable deficit. ""We can have debates about whether we get to grips with that in six months or now, but I think the fundamental problem still remains - we need to get public sector spending under control and reduce it,"" he added.","Encouraging the private sector to grow is the way to encourage manufacturing firms to the West Midlands, the prime minister has said."
"The Department for Environment, Food and Rural Affairs (Defra) rejected the application on a number of grounds. It found there were ""many variations"" in the UK and no enduring link between the product and Lincolnshire. The Lincolnshire Sausage Association (LSA) said it ""strongly contested"" Defra's findings. 'No meat' Janet Godfrey, chairman of the LSA, said: ""The judgement they gave was that 95% of Lincolnshire sausages were made outside the county. ""We've spent the last few days contacting all our butchers and we've come up with a figure of 40%, which means that only 60% are manufactured outside the county. ""That's exactly the same level that Cornish pasties were at when they put their application in,"" she said. She added: ""The LSA is bitterly disappointed that Defra has capitulated to the interest of large scale commercial producers, one of whom openly admits to putting no meat in its product."" Defra said it would give careful consideration to the appeal and look at any new evidence submitted by the LSA. The decision, as it stands, means the Lincolnshire Sausage will not be submitted to the EU Protected Food Name Scheme as a Protected Geographical Indication (PGI). A positive decision would have meant that only sausages made in the county of Lincolnshire could use the name, and they would need to be made of 70% coarse ground or minced pork, packed in natural casings and flavoured with sage. The UK now has 48 foods protected from imitations by the EU Protected Food Name Scheme, including Cornish clotted cream and Melton Mowbray pork pies.",Campaigners calling for Lincolnshire sausages to be given protected status have appealed against the government's rejection of the idea.
"The West Yorkshire venues are part of an effort to expand the vaccine rollout as quickly as supplies are available. The other two centres are Jacob's Well, in Bradford and at Navigation Walk, in Wakefield. Local GPs are also still giving vaccinations, initially to care home residents and patients aged over 80. All vaccinations are by appointment only, said the NHS Leeds Clinical Commissioning Group (CCG). Dr Jason Broch, of the CCG, said: ""We know people are eager get protected and may be concerned if they are in one of the priority cohorts and have not been contacted yet. ""However, we would like to reassure them that they will be contacted over the next few weeks. Dr Broch also asked people to not call their local GP about getting a vaccination but to wait to be contacted. The facilities are to be used as part of the rollout of the Oxford-AstraZeneca vaccine - which is more easily transported than the Pfizer-BioNTech version. The government has said it is aiming to vaccinate 14 million people in the UK by February. Follow BBC Yorkshire on Facebook, Twitter and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk or send video here. Related Internet Links NHS Leeds Clinical Commissioning Group Leeds Teaching Hospitals NHS Trust Priority groups for COVID-19 vaccination",Leeds United's Elland Road site and the John Smith's Stadium in Huddersfield are among four new large vaccination centres announced by the NHS.
"Parole Board chief executive Martin Jones said even when Helen's Law starts next year the board was obliged to free inmates who pose no risk to the public. Helen's Law is named after Helen McCourt, from Merseyside, whose killer Ian Simms was freed from jail without disclosing the location of her remains. Her mother Marie McCourt said the law could have ""gone further"". Mr Jones said prisoners would be questioned and failure to co-operate may not work in their favour. But he said it was a ""really difficult area"" and the legislation does not simply mean ""no body, no parole"". Failure to co-operate and reveal such information is ""frowned upon"" by the board and could see a prisoner having requests for parole denied in the first instance, Mr Jones said. However, he added: ""What it cannot do is act as a complete block on your release. ""Ultimately if someone is no longer a risk, we must release them."" Helen McCourt, a 22-year-old insurance clerk, vanished on her way home from work in 1988. Her body has never been found. Her killer Ian Simms was released from prison earlier this year after Mrs McCourt lost a legal bid to keep him behind bars. Mrs McCourt, 77, from St Helens, said Mr Jones's comments had ""belittled Helen's Law"". She said it was ""upsetting to hear the law may not have helped our case"" and that it was ""a very cruel time to put something like that in the papers"", causing her ""great distress."" She added: ""Simms has a violent history. How can they say a man like that - who also won't reveal information - is safe to be released? ""But they have to make sure Helen's Law makes it harder and makes it far more difficult than it has been."" Mrs McCourt said: ""I acknowledge this is not a 'no body, no parole law'… I respect people's lives."" But to conceal where victims' remains are located is ""an offence against humanity"" and ""every family should have a chance to say a last goodbye"", she added. The timing of Mr Jones's comments ""just days before Christmas, is hugely insensitive to victims [and] has deeply upset Marie McCourt and many families"", said her MP, Conor McGinn. The Labour representative for St Helen's North wrote in a Tweet: ""The will of Parliament on Helen's Law is clear [and] so is the duty of the Parole Board."" Ms McCourt's family spent five years calling for legislation to help give grieving relatives closure. The Prisoners (Disclosure Of Information About Victims) Bill finally gained Royal Assent last month after a series of political and constitutional setbacks. The law sets out to toughen up existing guidelines, making it a legal requirement for the Parole Board to take into account a killer's failure to disclose the location of their victim's remains when considering them for release. It will also apply to paedophiles who refuse to identify those they abused. Related Internet Links Parole Board",Killers who refuse to reveal where they hid a body could still be freed despite new laws aimed at denying them parole.
"Health board officials welcomed the high turnout at sessions in Swansea, Neath Port Talbot and Bridgend. The figure includes 570 people who received jabs at the first clinic to be held in Llanelli, Carmarthenshire. More than 940 measles cases have been confirmed with 83 people needing hospital treatment. Abertawe Bro Morgannwg University Health Board (ABM), which covers the Swansea area, plans more evening drop-in clinics during the coming week. The number of cases in the epidemic which began last November could pass 1,000 over the weekend if current trends continue. Dr Sara Hayes, ABM Director of Public Health, said they were really pleased to see so many people attending the clinics on Saturday. ""By having your MMR you are not only protecting yourself from a horrible virus, but others such as very young babies and people who are vulnerable because they are having treatment for conditions like cancer. ""We are particularly targeting children and teenagers aged between 10 and 18 years of age who probably missed having the MMR when they were little. ""We are going in to more secondary schools offering the MMR, but if you don't want to wait or miss the session in school we are running some evening drop-in clinics next week or you can go to your GP."" Schools targeted The neighbouring Hywel Dda health board said around 570 people were vaccinated at the first drop-in clinic held in Llanelli, Carmarthenshire. The board described it as ""very successful"" with the ages of the people who received the vaccination ranging from six months to 94 years old. Sixty five cases have been confirmed in Llanelli since the start of the year. All schools in the Hywel Dda region - which covers Carmarthenshire, Ceredigion and Pembrokeshire - will offer vaccinations to an estimated 4,000 schoolchildren over the next four weeks. Two other health boards - Anuerin Bevan and Cardiff and Vale - held drop-in MMR clinics on previous weekends. Cases have also been identified in north Powys, and the Betsi Cadwaladr University Health Board serving north Wales is beginning a programme of vaccination sessions in schools. So far, only one suspected death has been linked to the measles outbreak. Further tests are to be carried out on Gareth Colfer-Williams, 25, from Swansea, to establish the cause of death. He had measles but was known to have suffered other health problems including asthma. A post-mortem examination proved inconclusive. Meanwhile the Welsh Conservatives' health spokesman has called for a public inquiry. Darren Millar told his party conference in Swansea: ""Once this epidemic has subsided - as it eventually will - the Welsh Conservatives will press for a public inquiry into the outbreak to ensure that lessons can be learned."" In England, a £20m catch-up campaign already has 1.2 million vaccines ready to go amid concerns that that a generation of children have low levels of protection against measles after the MMR scare more than a decade ago. The campaign aims to vaccinate children yet to be protected with the MMR - measles, mumps and rubella - jab by September. Run through GPs, schools and community groups, it will focus on children aged 10 to 16.","More than 2,500 people have received MMR vaccinations in a fourth weekend of special clinics to tackle the Swansea measles epidemic."
"The club beat Notts County 3-1 in the National League promotion final at Wembley on 2 August. The bus left the CNG Stadium for a two-mile (3.2 km) tour of the spa town. To deter large crowds it did not stop and fans were warned to ""be careful of each other"" and not get too close. More Yorkshire stories Harrogate Town manager Simon Weaver said the team was ""still on a huge high"" after a ""magical week"" and was looking forward to seeing its fans who had been ""sorely missed"" at games. 'Be careful' But Mr Weaver warned that crowds gathering for the parade had to still remain vigilant of social distancing measures. ""Everyone's got that responsibility, not just for themselves but for others,"" he said. ""People need to remember not to be too close together. ""It's a balance, it's difficult when everyone's emotional and we're riding the crest of the wave, but it's really important that everyone stays safe and healthy. ""At the same time there's a buzz over such a great time for us right now."" The bus did not stop on the tour of the town to avoid large crowds gathering. In July, Leeds United defended its decision to parade the Championship trophy from a bus parade in front of fans after previously telling people to stay away. Follow BBC Yorkshire on Facebook, Twitter and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk or send video here.",Harrogate Town players have paraded on an open-top bus around the town to celebrate the club's promotion to the English Football League for the first time in its 106-year history.
"Harry Thrush, 92, travelled the region to pay his respects to soldiers who were killed in Iraq and Afghanistan, most of whom he did not know. His family had invited all military personnel to attend his own funeral. Daughter Janet Smith said: ""It would mean the world to him to have that same representation at his funeral."" She said her father, a World War Two veteran from Leeds who died on Christmas Eve, wanted to ""pay respects to the young soldiers and comrades"" who had been repatriated back home from both wars. ""I think it did mean a lot to those families,"" she said. ""After I lost my mum he spent more time at remembrance parades and pursuing interests with the likes of the British Legion, so that had become a big part of his life in the last few years."" Ms Smith said she had hoped the same gesture would be returned to him from ""some of the families whose lives he had touched"". ""It's just the send off he would want and it's just an absolute fitting tribute to my dad."" Mourners joined a procession from the veteran's home in Robin Hood to St Mary's Parish Church in Beeston, where the funeral service took place.",Hundreds of people have turned out for the funeral of a war veteran who attended memorial services for fallen soldiers across Yorkshire.
"By Sally MountjoyHealth Correspondent, BBC South West Inspectors from the health watchdog, the Care Quality Commission (CQC), are scrutinising services at the trust's hospitals in Truro, Hayle and Penzance. It is part of a new national inspection regime, set up in the wake of the Stafford Hospital scandal. The RCHT has been chosen as one of the first to undergo scrutiny as it has applied to become a foundation trust. Foundation status is only awarded to top-performing trusts and it gives them greater freedom from government to decide their own strategy and the way services are run. They also have greater control over their budgets. If inspectors are not satisfied with the quality of services, the bid could be refused. Target missed As well as sending in inspectors to talk to managers, staff and patients, the CQC has also asked the public to share their views of hospital care at public meetings in Truro and Penzance. The commission will also ask people what they think of their GP practices and the out-of-hours doctors service in Cornwall. These views will form part of future inspection reports. The latest figures show the Royal Cornwall Hospitals Trust failed to meet a key accident and emergency target. Just under 78% of patients were seen in four hours in the emergency department, in the week to 12 January, compared to an average of around 92% in major A&E units in England. The target is 95%. The emergency department is one of eight areas the CQC will be looking at in detail. The others are: medical care, surgery, intensive and critical care, maternity, children's services, end-of-life care and outpatients. A full report of the findings will be published in about six weeks. Under the new system, the trust will be rated as outstanding, good, requiring improvement, or inadequate.",The Royal Cornwall Hospitals Trust (RCHT) is undergoing its most rigorous ever review.
